rxn,h,f,spe,zpe,u
MR_184231_0,-348.56549491083996,-348.61536591083996,-348.74229091084,-348.57810691084,-348.56643991083996
MR_122156_0_30_3_1_3_2,-624.50824805349,-624.56183905349,-624.69931705349,-624.5222770534899,-624.50919205349
MR_892_0_70_8_52_8_41,-877.36017099588,-877.4296929958799,-877.74460399588,-877.37972099588,-877.3611149958799
MR_420138_2,-457.08548242229,-457.13955342228996,-457.26837342229,-457.09965342229,-457.08642642229
MR_369980_1_63_6_6_6_1,-834.8234814393801,-834.89285543938,-835.12181843938,-834.84446143938,-834.82442543938
MR_656107_2_20_5_8,-516.20898202636,-516.25815202636,-516.40898402636,-516.22111902636,-516.20992602636
MR_699953_0_31_3_4_4_12,-699.23572735978,-699.29650635978,-699.49167635978,-699.25256335978,-699.23667135978
MR_112898_0,-303.44360865994,-303.48246165994,-303.56496865994,-303.45172365994,-303.44455265994003
MR_533336_2_16_2_11_2_2,-946.90555548932,-946.97643548932,-947.19206048932,-946.92690148932,-946.90649948932
MR_248768_0_57_5_6_6_1,-699.6840204071401,-699.7432464071401,-699.87906240714,-699.70026140714,-699.68496440714
MR_152349_1_49_4_5_6_7,-686.4000660436001,-686.4745380436,-686.7109640436,-686.4222280436001,-686.4010100436001
MR_685126_0,-361.41584841553,-361.45563541553,-361.53149641553,-361.42428341553,-361.41679241553
MR_381487_1,-381.23555061993,-381.27644261993004,-381.33683461993,-381.24438861993,-381.23649461993
MR_332395_2,-266.37088911924,-266.40966511924,-266.49132511924,-266.37883211924003,-266.37183411924
MR_173483_1_6_1_6_7_10,-854.4536897201001,-854.5247717201,-854.7205037201,-854.4744807201,-854.4546337201001
MR_60120_0,-229.29719342964998,-229.33809842965,-229.42738942965,-229.30656442965,-229.29813742964998
MR_134922_0_11_1_3_4_1,-765.51950299305,-765.5892709930499,-765.83988599305,-765.54044299305,-765.52044699305
MR_685126_0_50_4_3_7_7,-698.32836850843,-698.3820715084299,-698.48621250843,-698.34171950843,-698.32931350843
MR_400750_2_65_6_3_8_53,-877.09011561256,-877.1683016125601,-877.45605661256,-877.11376961256,-877.09105961256
MR_658763_1_2_1_2_3_2,-910.39114207399,-910.45528807399,-910.62261507399,-910.40937407399,-910.39208607399
MR_480647_1_9_1_2_2_9,-871.72177815386,-871.79189515386,-871.99936815386,-871.7426871538601,-871.72272215386
MR_435068_1,-326.61421908483,-326.65903408483,-326.77330208483,-326.62490608483,-326.61516408483
MR_626277_1,-320.69913614938,-320.73819414938,-320.82813214938,-320.70731414938,-320.70008014937997
MR_406433_1,-396.80592645287,-396.85770445287,-396.94826345287,-396.81901445286996,-396.80687045287
MR_308053_1_70_8_62_8_54,-914.7081002037401,-914.7750102037401,-915.02110020374,-914.7270122037401,-914.7090442037401
MR_522223_1_8_1_7,-683.79591217366,-683.8532541736599,-684.00598517366,-683.8113801736599,-683.79685617366
MR_229658_1,-356.40515368117997,-356.44138768118,-356.50020468118,-356.41201468118,-356.40609768118
MR_487545_0_63_6_5_6_5,-798.81066935384,-798.8766663538399,-799.13398835384,-798.83072635384,-798.81161335384
MR_671174_2,-419.99681218513,-420.04408118513,-420.18426818513,-420.00837718513003,-419.99775618513
MR_38962_2_58_5_9_7_3,-744.48912777822,-744.55695377822,-744.79691677822,-744.5088417782199,-744.49007177822
MR_588742_1_29_2_2_8_21,-1001.1066864725001,-1001.1764514725,-1001.3909254725,-1001.1271994725,-1001.1076304725001
MR_478767_2_42_4_4_4_3,-610.74992300817,-610.80435100817,-610.98797500817,-610.76416300817,-610.75086700817
MR_215193_2,-246.85934764315,-246.89889064315,-246.92925364315,-246.86781164315,-246.86029164315
MR_20185_0_57_5_3_6_7,-784.18101966221,-784.25355166221,-784.46365566221,-784.20237566221,-784.18196466221
MR_447118_1_52_5_10_5_6,-566.94933006817,-567.00211606817,-567.08868206817,-566.96302306817,-566.95027506817
MR_605945_1_39_3_2_6_8,-792.0168733629399,-792.07915236294,-792.21561036294,-792.03347236294,-792.0178173629399
MR_432469_0,-281.33845142277,-281.37483542277,-281.44118142277,-281.34591242277,-281.33939642277
MR_353371_0_64_6_8_7_14,-792.46658597821,-792.53753097821,-792.72277797821,-792.48669897821,-792.46752997821
MR_480530_2_14_1_3_7_12,-909.59966732616,-909.66832032616,-909.87211432616,-909.61942632616,-909.60061132616
MR_537090_1_26_2_8_5_1,-584.72928988918,-584.78384388918,-584.94595388918,-584.7439418891801,-584.73023388918
MR_394204_0_19_2_2_5_9,-838.40475893062,-838.47272793062,-838.68390993062,-838.42511493062,-838.40570293062
MR_609099_1,-344.85022860498003,-344.89293860498003,-345.03247060498,-344.86023760498,-344.85117360498003
MR_134446_2_56_5_6_5_10,-639.56490985557,-639.61845985557,-639.73332785557,-639.57861685557,-639.56585485557
MR_114291_0_42_4_9_4_10,-631.10885074614,-631.17369074614,-631.40206874614,-631.12759474614,-631.10979574614
MR_672934_0_55_5_4_8_5,-681.91738347282,-681.9817694728199,-682.15506747282,-681.93530947282,-681.9183274728199
MR_77957_0_8_1_7_1_6,-949.1039398279,-949.1791798279,-949.4222888279,-949.1270478279,-949.1048848279
MR_374535_1_14_1_7_7_1,-913.37694729823,-913.44570229823,-913.64633629823,-913.39724829823,-913.37789129823
MR_16116_0_27_2_10_6_3,-685.28528853944,-685.35271553944,-685.57390753944,-685.30514553944,-685.28623353944
MR_669540_2_31_3_1_4_12,-561.5349700376299,-561.58550803763,-561.71128903763,-561.54788803763,-561.5359140376299
MR_331937_0,-321.69649383009,-321.73649683009,-321.83556183009,-321.70510583009,-321.69743783009
MR_435068_1_15_1_6_8_55,-855.63963770221,-855.70448870221,-855.93387670221,-855.65803470221,-855.64058170221
MR_431071_1_68_7_15_7_3,-901.30373671415,-901.36483971415,-901.50249071415,-901.31946471415,-901.30468171415
MR_45342_1_58_5_11_7_1,-665.94796875273,-666.00363275273,-666.20112475273,-665.9630937527301,-665.94891275273
MR_283912_1,-286.17196136388003,-286.21209136388,-286.28043836388,-286.18039936388004,-286.17290536388003
MR_53633_2_4_5_3,-440.02301860348,-440.07204760348003,-440.19687660348,-440.03498760348003,-440.02396360348
MR_555246_1,-379.6233614777,-379.66596147769997,-379.7564814777,-379.6331834777,-379.6243054777
MR_394316_2_18_2_10_4_10,-661.13925628159,-661.2043852815899,-661.38169328159,-661.1572782815899,-661.14020128159
MR_672019_0,-474.75571067305,-474.80203267305,-474.87968767305,-474.76674467305,-474.75665467305
MR_302190_1,-414.1614256602,-414.2062876602,-414.3220396602,-414.17192666020003,-414.1623696602
MR_487545_0_68_7_6_7_6,-832.7900688076801,-832.85814180768,-833.09997480768,-832.8093958076801,-832.7910128076801
MR_480530_2_4_1_3_5_5,-874.3306226889899,-874.39973468899,-874.58592068899,-874.35095568899,-874.3315676889899
MR_80263_1_57_5_2_6_5,-648.78217816474,-648.84039116474,-649.02464716474,-648.79800716474,-648.78312316474
MR_595179_2_0_1_3_1_7,-1019.7198151245,-1019.7897041245,-1019.9621871245,-1019.7405601245,-1019.7207591245
MR_123876_0_44_4_5_6_6,-608.42016577802,-608.47842077802,-608.61748877802,-608.4357107780199,-608.42111077802
MR_61346_2_57_5_2_6_7,-763.4619331684701,-763.52317716847,-763.75027116847,-763.47960216847,-763.4628771684701
MR_583511_1_44_4_7_6_3,-698.18422403617,-698.24268803617,-698.41563903617,-698.19993903617,-698.18516803617
MR_73560_2_49_4_13_6_3,-718.70754956128,-718.76967456128,-719.00383656128,-718.72568756128,-718.70849356128
MR_546977_0_18_3_5,-604.7596887648699,-604.81595876487,-604.96621576487,-604.7739127648699,-604.7606327648699
MR_115938_1,-363.71600438188,-363.76112538188,-363.87717738188,-363.72686138188004,-363.71694838188
MR_467418_0_48_4_4_5_2,-644.4119649471199,-644.4640689471199,-644.58900794712,-644.4254289471199,-644.41290894712
MR_688429_0_3_1_6_4_11,-792.10790669402,-792.16646569402,-792.30880169402,-792.1238386940199,-792.1088506940199
MR_326361_0_26_2_11_5_7,-736.29323587787,-736.35351187787,-736.54402487787,-736.31059087787,-736.29418087787
MR_189500_2_25_2_5,-565.4453162466999,-565.4958532467,-565.6214062467,-565.4579042467,-565.4462602466999
MR_167373_1_55_5_1_8_54,-739.07908253088,-739.13476053088,-739.31065753088,-739.09379153088,-739.08002653088
MR_106538_1_43_4_10_5_7,-664.84354119154,-664.90296119154,-665.08723819154,-664.85997319154,-664.84448619154
MR_23532_0_40_3_2_7_12,-715.08295593681,-715.14047793681,-715.30992793681,-715.09805693681,-715.08389993681
MR_442182_0_65_6_2_8_19,-878.8441183986699,-878.91079239867,-879.17650139867,-878.86396239867,-878.8450623986699
MR_406636_1_14_7_9,-652.0824834719799,-652.14656047198,-652.37334747198,-652.10005947198,-652.0834284719799
MR_209892_1,-414.05790598338,-414.10287298338,-414.21827398338,-414.06851198338,-414.05884998338
MR_84700_1,-320.50092962147,-320.54244262147,-320.61698262147,-320.51015562147,-320.50187362147
MR_256516_2_52_5_3_5_1,-534.46202923625,-534.51783623625,-534.68204523625,-534.4762892362501,-534.46297323625
MR_41547_1,-306.75802589478,-306.79827989478,-306.93386189478,-306.76703889478,-306.75896989478
MR_26410_0_14_1_6_7_7,-908.61968538166,-908.6842823816601,-908.88656738166,-908.63792938166,-908.62062938166
MR_9670_0_8_1_5,-592.5474197621801,-592.59973376218,-592.76280876218,-592.5609387621801,-592.5483637621801
MR_148430_0_51_4_7_8_11,-664.88680211002,-664.94468311002,-665.13471611002,-664.90253311002,-664.88774611002
MR_697534_0_66_7_9_7_9,-837.47147502661,-837.53627502661,-837.77507402661,-837.49013502661,-837.47241902661
MR_45342_1,-322.8105392891,-322.85163828910004,-322.9725252891,-322.81977628910005,-322.8114832891
MR_353371_0_29_2_5_8_6,-775.98905828492,-776.0625762849199,-776.32692728492,-776.01123428492,-775.99000228492
MR_73981_0,-359.88943929293004,-359.93504029293,-360.04853329293,-359.90048929293,-359.89038429293004
MR_205208_0_39_3_2_6_3,-721.2335863138501,-721.29696431385,-721.50387031385,-721.25154331385,-721.2345313138501
MR_45342_1_9_1_4_2_2,-831.99875715554,-832.06602815554,-832.30711115554,-832.01858515554,-831.99970115554
MR_588049_2,-399.61240963937,-399.65736263937,-399.74739063937,-399.62329063937,-399.61335363937
MR_632553_0_45_4_12_7_12,-791.55253393694,-791.61205693694,-791.80750993694,-791.5688399369401,-791.55347793694
MR_45798_2_6_1_5_7_12,-950.0304523913301,-950.10198839133,-950.35449539133,-950.0521963913301,-950.0313963913301
MR_143857_2,-282.40068839174,-282.44095439174004,-282.50974139174,-282.40920639174004,-282.40163239174
MR_304557_0_15_1_6_8_8,-681.96250926067,-682.02242226067,-682.20170326067,-681.97858726067,-681.96345326067
MR_428485_0_34_3_6_7_2,-736.03811477397,-736.0948847739701,-736.27375277397,-736.05317277397,-736.03905877397
MR_15563_0_24_2_10_3_3,-647.14618071027,-647.2155417102699,-647.42842171027,-647.16687671027,-647.14712471027
MR_16116_0_34_3_6_7_9,-649.57797175236,-649.6412667523599,-649.81920175236,-649.59508875236,-649.57891575236
MR_15104_1_65_6_4_8_3,-742.14853699597,-742.21449499597,-742.42757899597,-742.16775699597,-742.14948099597
MR_557834_1_42_4_1_4_8,-566.6399065181699,-566.69486651817,-566.84094351817,-566.65393151817,-566.6408505181699
MR_188533_2_34_3_5_7_15,-914.3057816744,-914.3793276744001,-914.6667166744,-914.3279096744001,-914.3067266744
MR_527628_1,-376.85632593945996,-376.90884593946,-377.01198693946,-376.86944993945997,-376.85726993945997
MR_9486_0_44_4_6_6_6,-722.3708079523899,-722.4406439523899,-722.65784795239,-722.3916929523899,-722.3717519523899
MR_560222_1_52_5_5_5_6,-718.17509739117,-718.23010239117,-718.31910139117,-718.18953439117,-718.17604239117
MR_607160_1_48_4_6_5_10,-627.81664002503,-627.8758680250301,-628.05839202503,-627.83289102503,-627.81758402503
MR_60120_0_1_1_2_2_1,-719.06495466539,-719.1293336653899,-719.29475666539,-719.08332866539,-719.06589966539
MR_278936_2_68_7_16_7_13,-865.26149582706,-865.32276682706,-865.48312182706,-865.27738282706,-865.26243982706
MR_47910_2,-306.18233275656996,-306.21825475657,-306.27852875657,-306.18909675657,-306.18327675656997
MR_602445_1_51_4_9_8_56,-717.3475275440801,-717.41438454408,-717.61627854408,-717.36654854408,-717.3484725440801
MR_480647_1,-342.73956946477,-342.78257046477,-342.88781346477,-342.74963746477,-342.74051346477
MR_50852_1_69_7_10_8_31,-816.79586061204,-816.85843361204,-817.12708061204,-816.81335961204,-816.79680461204
MR_23532_0,-283.58299375693997,-283.62100175693996,-283.71856875694,-283.59079075694,-283.58393775694
MR_209912_2_68_7_16_7_11,-835.22910950355,-835.30226750355,-835.49894050355,-835.24944050355,-835.23005450355
MR_58399_0_49_4_12_6_6,-658.48314425207,-658.54250425207,-658.75071025207,-658.49965625207,-658.48408825207
MR_578272_2_17_2_11,-532.83265718516,-532.8912981851599,-533.08270818516,-532.8481661851599,-532.83360118516
MR_308053_1,-400.68000070413,-400.72122970413,-400.82636870413,-400.68920670413,-400.68094470413
MR_564043_1_52_5_4_5_2,-661.5290915957199,-661.58125259572,-661.70481859572,-661.54245359572,-661.5300355957199
MR_388469_0_28_2_11_7_4,-924.62773885505,-924.6962058550499,-924.87995085505,-924.64710985505,-924.62868285505
MR_674169_0_60_6_6_6_1,-833.06613169038,-833.12623369038,-833.26495769038,-833.0828386903801,-833.06707569038
MR_265635_0,-416.78070179236,-416.82490879236,-416.91535779236,-416.79073479236,-416.78164579236
MR_262404_1_43_4_7_5_3,-649.9062516511,-649.9712636511,-650.1690776511,-649.9246416511,-649.9071956511
MR_9486_0_71_8_62_8_35,-895.94213215991,-896.0135191599101,-896.28703615991,-895.96324015991,-895.94307615991
MR_474666_0_57_5_7_6_1,-644.40747509063,-644.4611700906299,-644.58773109063,-644.4213670906299,-644.40841909063
MR_177320_1,-494.68202281181004,-494.72823381181,-494.79703281181,-494.69300781181005,-494.68296681181005
MR_264791_1_34_3_4_7_15,-854.8907539786,-854.9602389786,-855.2199869786,-854.9107449786,-854.8916979786
MR_49699_0,-344.76171617392004,-344.81491517392004,-344.93866417392,-344.77564517392,-344.76266017392004
MR_537090_1_51_4_10_8_13,-701.2516364854899,-701.3197644854899,-701.53036248549,-701.27111648549,-701.25258048549
MR_440142_0_2_1_6_3_1,-808.06194687048,-808.1219588704801,-808.25097887048,-808.07795287048,-808.06289087048
MR_253287_0,-417.9351855206,-417.9828685206,-418.0872065206,-417.9460605206,-417.9361305206
MR_220900_2_27_2_9_6_2,-684.20376946946,-684.2654724694601,-684.47815846946,-684.22099946946,-684.20471346946
MR_45798_2_61_6_2_7_19,-797.43841260485,-797.50811260485,-797.72061160485,-797.45806060485,-797.43935760485
MR_238926_2_29_6_7,-627.02364831316,-627.07795431316,-627.26297831316,-627.03829031316,-627.02459231316
MR_379483_1_51_4_3_8_30,-774.84786570959,-774.9155667095899,-775.16645470959,-774.86809670959,-774.84880970959
MR_331937_0_13_6_6,-529.52924142165,-529.58142742165,-529.72631942165,-529.5423574216501,-529.53018542165
MR_615843_0_8_1_6_1_7,-944.63154520611,-944.70063720611,-944.87114720611,-944.65135720611,-944.63248920611
MR_565255_1_67_7_10_8_26,-875.8139245401201,-875.88446954012,-876.15612054012,-875.83478954012,-875.81486854012
MR_15104_1,-405.09113031884,-405.14573631884,-405.31158131884,-405.10539631884,-405.09207431884
MR_185149_0_21_6_4,-530.05824982714,-530.10829782714,-530.20288682714,-530.07042182714,-530.05919382714
MR_220338_0,-344.81906097696003,-344.86390197696005,-344.99884097696,-344.82983097696,-344.82000497696004
MR_275421_0_8_1_7_1_6,-906.4844470351101,-906.55069303511,-906.71855703511,-906.50320003511,-906.4853910351101
MR_191075_1_67_7_12_8_14,-831.6474955763599,-831.7134555763599,-831.94128657636,-831.66560957636,-831.6484395763599
MR_378141_0_24_1_6,-607.4416227923899,-607.4979037923899,-607.61609479239,-607.45560779239,-607.4425667923899
MR_501018_2_21_2_6_7_17,-816.7687885940201,-816.84256259402,-817.09034459402,-816.79065359402,-816.7697335940201
MR_614892_1_60_6_5_6_3,-1026.0021714021,-1026.0749084021,-1026.2939384021,-1026.0242224021,-1026.0031154020999
MR_425930_2_55_5_2_8_21,-763.1264406133799,-763.18810061338,-763.40326461338,-763.14316561338,-763.12738461338
MR_76727_0,-326.63473385809,-326.67519285809,-326.79719985809,-326.64382185809,-326.63567785809
MR_27199_2_22_2_8_8_39,-722.39729853861,-722.4576155386101,-722.68975853861,-722.41374653861,-722.39824353861
MR_430828_1_46_4_10_8_47,-797.58101890047,-797.64880190047,-797.87807490047,-797.60037690047,-797.58196390047
MR_631367_1_36_3_6_3_3,-814.28587911841,-814.34889611841,-814.51758011841,-814.30332211841,-814.28682311841
MR_605105_1_6_1_5_7_7,-1005.7933358102,-1005.8644018102,-1006.0790128102,-1005.8143868102,-1005.7942798102
MR_503486_0_11_1_3_4_3,-790.83447063994,-790.89295363994,-791.01032363994,-790.85004763994,-790.83541463994
MR_667742_1_55_5_11_8_59,-853.53829726811,-853.59750726811,-853.80423126811,-853.55492326811,-853.53924126811
MR_40516_0_28_2_8_7_3,-720.15668165569,-720.21693665569,-720.40775465569,-720.17270165569,-720.15762565569
MR_405339_0_55_5_6_8_46,-855.5556878392099,-855.6184088392099,-855.84929983921,-855.5733718392099,-855.5566318392099
MR_236404_0_57_5_4_6_8,-725.0999761587,-725.1683301587,-725.3677061587,-725.1196091587,-725.1009201587
MR_487668_0_15_1_3_8_34,-932.92830124276,-932.99303124276,-933.25907624276,-932.94762924276,-932.92924524276
MR_256516_2,-267.52072034778,-267.56236434778003,-267.66913234778,-267.52977034778,-267.52166434778
MR_188497_2_32_3_4_5_4,-740.2179606441699,-740.27999564417,-740.46714064417,-740.23451264417,-740.2189046441699
MR_558865_2_38_3_2_5_8,-739.86288912261,-739.92353612261,-740.09793612261,-739.8796601226101,-739.86383312261
MR_557599_2_66_7_10_7_19,-904.4651458303,-904.5374118303,-904.7106548303,-904.4860038303,-904.4660898303
MR_559732_1,-396.86680689716997,-396.91096689717,-397.01280989717,-396.87707189716997,-396.86775089716997
MR_198127_2_21_6_2,-473.05786571900995,-473.10562471901,-473.21831571901,-473.06908671901,-473.05880971900996
MR_3524_1_1_1_1_2_6,-721.87458215929,-721.9350291592899,-722.08945815929,-721.89069015929,-721.87552715929
MR_115938_1_21_2_11_7_7,-835.5884623385899,-835.65656733859,-835.89145033859,-835.6086353385899,-835.5894063385899
MR_83630_0_22_2_8_8_46,-800.8199792428101,-800.88953124281,-801.17095424281,-800.8407382428101,-800.8209232428101
MR_526810_1,-439.89213204688997,-439.93828804688997,-440.06568804689,-439.90333904689,-439.89307604689
MR_583511_1_70_8_55_8_16,-792.57260525198,-792.63303725198,-792.85271325198,-792.58890725198,-792.57354925198
MR_278936_2_21_2_13_7_12,-769.1176683137401,-769.17878331374,-769.33553631374,-769.13395831374,-769.1186133137401
MR_61346_2_14_1_3_7_1,-877.6714941274499,-877.73865112745,-877.97794212745,-877.6904081274499,-877.6724381274499
MR_212342_0_22_2_1_8_49,-737.3453562675801,-737.40850726758,-737.60541126758,-737.36360726758,-737.3463012675801
MR_144195_1_32_3_4_5_4,-721.60233141186,-721.6655584118599,-721.80923341186,-721.62019841186,-721.60327541186
MR_391279_0_34_3_2_7_6,-760.29706024709,-760.35904624709,-760.57858524709,-760.31456824709,-760.29800424709
MR_401314_1,-344.84091212935,-344.88376212935,-345.02246812935,-344.85095612935,-344.84185612935
