rxn,h,f,spe,zpe,u
MR_22311_1_20_2_6_6_4,-734.359118691,-734.416702691,-734.565911691,-734.374663691,-734.360062691
MR_674568_2_39_3_4_6_2,-785.281223608,-785.351426608,-785.643907608,-785.302489608,-785.2821676079999
MR_170672_1_61_6_3_7_16,-869.183335728,-869.252665728,-869.472129728,-869.203352728,-869.184279728
MR_520658_1_17_2_12_3_4,-772.632694014,-772.692330014,-772.856556014,-772.6495440140001,-772.633638014
MR_31243_0_28_5_1,-348.914344728,-348.95705072799996,-349.094422728,-348.923711728,-348.915288728
MR_317306_1_30_3_6_3_5,-818.984428629,-819.0534866290001,-819.290031629,-819.0047586290001,-818.985372629
MR_57399_2_57_5_1_6_4,-673.692272834,-673.7576008340001,-674.012210834,-673.710885834,-673.693216834
MR_239341_0_18_2_6_4_2,-630.002235368,-630.069836368,-630.346669368,-630.022403368,-630.003179368
MR_453297_1_7_1_5_8_7,-918.512506715,-918.582390715,-918.876650715,-918.533351715,-918.513450715
MR_177320_1_35_3_4_8_55,-949.917566265,-949.9870322649999,-950.181985265,-949.937417265,-949.918511265
MR_612159_1_50_4_10_7_14,-799.976371665,-800.041167665,-800.289711665,-799.995709665,-799.977315665
MR_83630_0,-366.01412304,-366.06304104000003,-366.20248304,-366.02671304,-366.01506704
MR_474666_0_16_2_7_2_6,-662.446901563,-662.508348563,-662.699285563,-662.464250563,-662.447845563
MR_386518_0_23_8_50,-630.428240891,-630.484690891,-630.706192891,-630.443027891,-630.429184891
MR_409958_1_17_2_10_3_6,-794.5688680979999,-794.6331240979999,-794.810085098,-794.587315098,-794.5698120979999
MR_294830_2_13_1_7_6_6,-950.009090073,-950.077498073,-950.270981073,-950.028971073,-950.010034073
MR_507840_0_47_4_11_4_4,-528.574440331,-528.625624331,-528.763412331,-528.587498331,-528.575384331
MR_467042_0_63_6_1_6_6,-793.566196337,-793.624195337,-793.791281337,-793.581911337,-793.567140337
MR_675680_2_55_5_1_8_32,-778.285366957,-778.351509957,-778.615181957,-778.303861957,-778.286310957
MR_16116_0,-250.30893377499999,-250.351863775,-250.435056775,-250.31873877499999,-250.309878775
MR_11880_0_66_7_11_7_2,-816.0073882280001,-816.069325228,-816.311215228,-816.024531228,-816.0083332280001
MR_11320_1_26_2_8_5_8,-511.52208079699994,-511.571281797,-511.706507797,-511.53375979699996,-511.52302479699995
MR_13768_2_15_1_1_8_22,-968.29754146,-968.36811946,-968.59339146,-968.31827746,-968.29848546
MR_205801_1_44_4_12_6_5,-601.027537319,-601.085004319,-601.232366319,-601.043067319,-601.028482319
MR_353371_0_11_1_5_4_4,-854.349995535,-854.423464535,-854.671535535,-854.372131535,-854.350940535
MR_250520_1_40_3_2_7_3,-733.0921479269999,-733.146734927,-733.273467927,-733.106009927,-733.0930919269999
MR_73239_1,-419.302520619,-419.349977619,-419.480336619,-419.313998619,-419.303464619
MR_142128_2,-363.635219852,-363.677355852,-363.779101852,-363.644925852,-363.636163852
MR_707369_2_4_1_6_5_6,-950.007764264,-950.076716264,-950.270648264,-950.027931264,-950.008708264
MR_478767_2_40_3_3_7_6,-858.28013872,-858.3435057199999,-858.60971072,-858.2983087199999,-858.28108272
MR_613702_0_17_2_11_3_1,-753.7242056680001,-753.788256668,-753.972281668,-753.7420276680001,-753.7251506680001
MR_680410_2_21_2_1_7_13,-737.718746033,-737.778455033,-737.974296033,-737.735000033,-737.719690033
MR_254564_1_20_2_12_6_4,-735.515002389,-735.571640389,-735.743932389,-735.5305173889999,-735.515946389
MR_420138_2_57_5_5_6_1,-853.846496546,-853.918007546,-854.108260546,-853.867426546,-853.847440546
MR_206532_1_21_2_11_7_12,-832.07276148,-832.13670248,-832.36279148,-832.0913054800001,-832.0737054800001
MR_177625_1_22_2_8_8_32,-852.9419473969999,-853.007632397,-853.321567397,-852.961228397,-852.9428913969999
MR_108464_1_14_1_3_7_13,-870.656711923,-870.721857923,-870.898409923,-870.674923923,-870.657655923
MR_386518_0_10_3_5,-630.389860337,-630.449868337,-630.663748337,-630.4064353370001,-630.390804337
MR_383423_2,-362.159286146,-362.208807146,-362.348512146,-362.171824146,-362.160230146
MR_506278_1_20_2_7_6_4,-755.872999011,-755.939973011,-756.149226011,-755.892361011,-755.873944011
MR_66201_0,-437.422130378,-437.472741378,-437.619152378,-437.435212378,-437.423075378
MR_45025_1_47_4_12_4_5,-642.7699250720001,-642.828702072,-643.053351072,-642.786428072,-642.7708690720001
MR_383423_2_25_2_11_4_1,-684.047289842,-684.122170842,-684.385072842,-684.069533842,-684.048233842
MR_35830_0_27_2_10_6_8,-660.180418247,-660.242419247,-660.401477247,-660.197203247,-660.181363247
MR_469970_2,-323.483759447,-323.52179644700004,-323.591219447,-323.491684447,-323.484703447
MR_251284_1_15_1_2_8_13,-935.088221221,-935.159062221,-935.382570221,-935.109107221,-935.089165221
MR_194646_0_30_7_1,-441.069461357,-441.11527435700003,-441.249575357,-441.07974235700004,-441.070405357
MR_188497_2_6_1_7_7_13,-910.2868111720001,-910.353276172,-910.574330172,-910.3056771720001,-910.2877551720001
MR_360471_1,-288.37092541699997,-288.416687417,-288.505914417,-288.381718417,-288.37187041699997
MR_444135_1,-397.029354197,-397.073821197,-397.174976197,-397.039795197,-397.030299197
MR_142547_2_54_5_6_7_11,-838.8757293719999,-838.939854372,-839.157948372,-838.893852372,-838.8766733719999
MR_9670_0,-232.23546162899999,-232.270723629,-232.349716629,-232.242216629,-232.236405629
MR_405814_1_62_6_1_8_33,-758.6536422070001,-758.7173982070001,-758.923831207,-758.6716982070001,-758.6545862070001
MR_188533_2_66_7_8_7_3,-854.4112811919999,-854.4771641919999,-854.736198192,-854.4303381919999,-854.4122261919999
MR_46975_1_4_5_5,-605.525541959,-605.578344959,-605.672630959,-605.538747959,-605.526486959
MR_578272_2_16_1_2,-646.967624517,-647.0296865170001,-647.174559517,-646.983542517,-646.968568517
MR_507840_0,-379.848661301,-379.894532301,-379.995851301,-379.85953830100004,-379.849605301
MR_185149_0_27_4_12,-472.285224913,-472.334806913,-472.436176913,-472.297066913,-472.286168913
MR_356330_1,-377.720392279,-377.757349279,-377.824499279,-377.727490279,-377.721336279
MR_118542_1,-340.41345644,-340.45243144,-340.51717344,-340.42149044,-340.41440044
MR_106538_1,-342.841693078,-342.884828078,-342.992903078,-342.851779078,-342.842637078
MR_557834_1_57_5_1_6_7,-701.233013971,-701.288394971,-701.454684971,-701.247925971,-701.233957971
MR_434207_0_64_6_2_7_14,-832.629553055,-832.691276055,-832.865617055,-832.6468090550001,-832.630497055
MR_76447_0,-321.840105246,-321.879343246,-321.981647246,-321.848569246,-321.841049246
MR_64959_0,-342.899992134,-342.940461134,-343.048710134,-342.90897113399996,-342.900937134
MR_82553_0_29_2_6_8_44,-948.3911564140001,-948.459120414,-948.705071414,-948.410756414,-948.3921004140001
MR_302190_1_71_8_17_8_10,-817.535036477,-817.600625477,-817.882999477,-817.553545477,-817.535980477
MR_16679_0,-437.436622348,-437.483226348,-437.633764348,-437.448441348,-437.437567348
MR_112898_0_44_4_5_6_5,-644.217050882,-644.277026882,-644.451967882,-644.2326468819999,-644.217994882
MR_108464_1_55_5_10_8_50,-666.294208508,-666.350794508,-666.546587508,-666.308807508,-666.295152508
MR_35830_0,-304.66108720299997,-304.704457203,-304.803933203,-304.671025203,-304.66203220299997
MR_564043_1,-359.865371662,-359.90601666199996,-360.010677662,-359.87444866199996,-359.866315662
MR_111358_0_55_5_10_8_11,-611.904681932,-611.969118932,-612.162477932,-611.9220919320001,-611.905625932
MR_11320_1,-173.171039977,-173.203266977,-173.273491977,-173.176611977,-173.171983977
MR_191075_1,-361.09040335,-361.13453834999996,-361.26216435,-361.10073035,-361.09134735
MR_196358_2,-435.395037507,-435.444252507,-435.564928507,-435.407243507,-435.395981507
MR_700882_1_9_1_5_2_4,-1024.05194988,-1024.1348398799998,-1024.42561788,-1024.0789628799998,-1024.05289488
MR_164481_0_54_5_12_7_8,-831.659625518,-831.719349518,-831.890626518,-831.6759025179999,-831.660569518
MR_14799_1_52_5_4_5_2,-568.362365073,-568.4167760729999,-568.511423073,-568.3758970729999,-568.363309073
MR_520957_1_12_5_2,-494.310616188,-494.358108188,-494.480366188,-494.322198188,-494.311560188
MR_13894_0,-270.19248769700005,-270.230713697,-270.308222697,-270.200568697,-270.193431697
MR_265635_0_3_1_2_4_13,-924.193856796,-924.2592227959999,-924.441929796,-924.2127447959999,-924.194800796
MR_198937_1_28_2_7_7_17,-796.4640232859999,-796.531092286,-796.794388286,-796.4839732859999,-796.4649672859999
MR_643572_2_1_2_3,-622.882117745,-622.944208745,-623.177998745,-622.899932745,-622.883061745
MR_671174_2_40_3_6_7_17,-851.810763543,-851.879105543,-852.086706543,-851.8297945429999,-851.811707543
MR_308053_1_19_2_9_5_7,-739.182093927,-739.243494927,-739.408186927,-739.198976927,-739.183037927
MR_667742_1,-476.132720392,-476.176530392,-476.284697392,-476.143062392,-476.133664392
MR_53633_2,-287.602755315,-287.642597315,-287.734495315,-287.61110531500003,-287.603700315
MR_232719_2_7_1_3_8_46,-895.319826759,-895.385733759,-895.643672759,-895.339043759,-895.320771759
MR_609448_2,-414.60152173,-414.64882173,-414.70116673,-414.61260673000004,-414.60246573
MR_33453_0,-267.615916086,-267.65607908600003,-267.760059086,-267.62458308600003,-267.61686008600003
MR_26575_1,-326.870240824,-326.911315824,-327.034758824,-326.879324824,-326.871184824
MR_141573_1_24_2_3_3_1,-694.3769484,-694.4461474,-694.6027034,-694.3961574,-694.3778924
MR_403549_1,-432.52679800500005,-432.57244100500003,-432.702711005,-432.537640005,-432.52774200500005
MR_669540_2,-321.776187988,-321.817778988,-321.915463988,-321.785395988,-321.777131988
MR_624616_0_16_2_5_2_10,-915.8754159599999,-915.95635096,-916.26214896,-915.90083896,-915.8763609599999
MR_188968_0_11_1_3_4_7,-746.596200911,-746.652341911,-746.791072911,-746.611170911,-746.597144911
MR_434207_0_38_3_6_5_10,-643.4820108160001,-643.535290816,-643.637456816,-643.4955068160001,-643.4829548160001
MR_278936_2_20_2_3_6_8,-713.202030627,-713.261542627,-713.397712627,-713.217690627,-713.202974627
MR_15563_0,-251.475592836,-251.521797836,-251.626564836,-251.487166836,-251.476537836
MR_206597_0_39_3_5_6_1,-794.6906165199999,-794.75359652,-794.93687352,-794.70810652,-794.6915605199999
MR_388469_0_15_1_5_8_15,-1021.36711208,-1021.4383550800001,-1021.63677108,-1021.38786508,-1021.36805708
MR_152349_1_45_4_11_7_6,-587.051744866,-587.118251866,-587.294414866,-587.0698358660001,-587.052689866
MR_707369_2_70_8_1_8_64,-863.091847,-863.157141,-863.43907,-863.111336,-863.092792
MR_164152_2_50_4_11_7_4,-683.0974059389999,-683.158483939,-683.342253939,-683.114567939,-683.0983509389999
MR_173483_1_48_4_10_5_10,-575.173650087,-575.2385710870001,-575.444777087,-575.191888087,-575.1745940870001
MR_369885_0_51_4_3_8_18,-745.7312255840001,-745.8039475840001,-746.048785584,-745.752592584,-745.7321695840001
MR_599912_1_44_4_10_6_4,-665.0995314190001,-665.1585214190001,-665.328611419,-665.115662419,-665.1004764190001
MR_184794_1_31_3_4_4_10,-796.1575960929999,-796.234061093,-796.480166093,-796.1810140929999,-796.1585400929999
MR_169232_1,-363.628844496,-363.679106496,-363.770649496,-363.641207496,-363.629788496
MR_631367_1,-438.159446608,-438.201825608,-438.304352608,-438.168833608,-438.160390608
MR_61346_2,-403.227941586,-403.274167586,-403.414448586,-403.239127586,-403.228885586
MR_232680_0_36_3_1_3_3,-736.302154538,-736.363760538,-736.534281538,-736.319973538,-736.303098538
MR_189500_2,-338.336214467,-338.372744467,-338.410435467,-338.343276467,-338.337158467
MR_445561_0_4_1_3_5_5,-873.7367354520001,-873.802989452,-873.982967452,-873.755950452,-873.7376804520001
MR_110584_1_18_3_1,-395.83446217100004,-395.875020171,-395.955190171,-395.842784171,-395.83540617100005
MR_50852_1_0_1_2_1_6,-928.955072082,-929.029502082,-929.206251082,-928.976599082,-928.956017082
MR_431071_1_54_5_11_7_16,-827.03271169,-827.08837669,-827.18513369,-827.04675569,-827.03365569
MR_254564_1,-457.388682299,-457.435178299,-457.574849299,-457.400111299,-457.389627299
MR_360654_0_10_3_1,-414.482163176,-414.523561176,-414.567648176,-414.490829176,-414.483107176
MR_612159_1_58_5_1_7_9,-748.46301486,-748.52854686,-748.75860386,-748.48129786,-748.46395986
MR_10180_2_28_2_3_7_4,-757.574270635,-757.636920635,-757.818808635,-757.591415635,-757.575215635
MR_707369_2,-479.434775368,-479.482140368,-479.638620368,-479.44704936799997,-479.435719368
MR_70715_1,-420.807220871,-420.849444871,-420.939584871,-420.816640871,-420.808165871
MR_239192_0_7_8_46,-589.9281769129999,-589.981682913,-590.166898913,-589.9419889129999,-589.9291209129999
MR_205801_1,-282.47744884400004,-282.515772844,-282.587350844,-282.485457844,-282.47839284400004
MR_66641_0_25_2_4_4_9,-805.885310299,-805.961775299,-806.313213299,-805.909724299,-805.886254299
MR_13768_2_54_5_12_7_14,-810.7209961599999,-810.77929216,-810.95652716,-810.7374311599999,-810.7219401599999
MR_223662_2_8_1_2,-739.219645967,-739.2784409669999,-739.432287967,-739.235605967,-739.220589967
MR_610106_0,-361.608168082,-361.64733108200005,-361.720041082,-361.616368082,-361.609112082
MR_94904_1,-303.383297072,-303.421870072,-303.486342072,-303.391112072,-303.384242072
MR_167373_1,-377.749680702,-377.788754702,-377.855899702,-377.75776670199997,-377.750624702
MR_603940_0_25_2_9_4_4,-627.591713704,-627.658195704,-627.888881704,-627.611415704,-627.592657704
MR_395882_1,-363.88521047,-363.92931847,-364.04169447,-363.89565847,-363.88615447
MR_675374_2_18_2_7_4_4,-717.572955945,-717.645287945,-717.840353945,-717.594136945,-717.573899945
MR_541095_1_62_6_1_8_61,-848.916359189,-848.975745189,-849.160441189,-848.932877189,-848.917303189
MR_191075_1_54_5_11_7_3,-736.3996946369999,-736.459293637,-736.636754637,-736.4160416369999,-736.4006386369999
MR_892_0_30_3_3_3_5,-819.046940621,-819.117664621,-819.352145621,-819.067382621,-819.047884621
MR_31745_0,-288.671326626,-288.71402362599997,-288.825933626,-288.681083626,-288.672270626
MR_442182_0_15_1_5_8_14,-933.431294434,-933.501409434,-933.757187434,-933.452359434,-933.432239434
MR_165620_1_59_5_9_8_34,-853.311094097,-853.379602097,-853.628107097,-853.330898097,-853.312039097
MR_445561_0_52_5_2_5_2,-590.573325145,-590.627147145,-590.754789145,-590.587237145,-590.574269145
MR_672019_0_40_3_2_7_12,-906.622190788,-906.687335788,-906.837231788,-906.6403537880001,-906.623134788
MR_304557_0,-212.264332079,-212.301636079,-212.388999079,-212.272010079,-212.265276079
MR_63884_0_67_7_2_8_43,-932.144674679,-932.209562679,-932.453975679,-932.163180679,-932.145618679
MR_141573_1_56_5_2_5_4,-678.928952666,-678.991656666,-679.114229666,-678.945976666,-678.929896666
MR_421415_2,-453.936174871,-453.98783387099996,-454.067215871,-453.948670871,-453.937119871
MR_643572_2_25_2_8,-583.5884049169999,-583.6466279169999,-583.854379917,-583.604772917,-583.5893489169999
MR_502106_0_16_2_5_2_4,-744.322520569,-744.395506569,-744.688676569,-744.344200569,-744.323464569
MR_133774_0_46_4_7_8_29,-817.8821693809999,-817.9453383809999,-818.172000381,-817.900139381,-817.8831133809999
MR_669153_1_49_4_10_6_8,-661.6743677970001,-661.733110797,-661.848109797,-661.689330797,-661.6753117970001
MR_667742_1_18_2_1_4_4,-718.344408516,-718.401075516,-718.562708516,-718.359674516,-718.345352516
MR_409958_1_57_5_2_6_6,-759.2109296900001,-759.27051869,-759.42460169,-759.22754869,-759.2118736900001
MR_40516_0,-346.76103117,-346.80323617,-346.91266917,-346.77070617000004,-346.76197617
MR_675680_2_45_4_1_7_5,-736.643951798,-736.703377798,-736.895820798,-736.660239798,-736.644895798
MR_424099_0_34_3_2_7_3,-736.346314384,-736.4099703840001,-736.580102384,-736.363032384,-736.347258384
MR_565276_1,-378.31874019199995,-378.361119192,-378.501751192,-378.328701192,-378.31968419199995
MR_694694_1,-399.093892596,-399.146745596,-399.266396596,-399.107179596,-399.094836596
MR_371387_2,-396.99544349,-397.04012849000003,-397.14270449,-397.00587949000004,-396.99638849
MR_153795_2_46_4_8_8_29,-795.408580479,-795.472838479,-795.733265479,-795.4270924790001,-795.409524479
MR_80091_0_65_6_7_8_33,-803.433468262,-803.509033262,-803.815545262,-803.456306262,-803.434412262
MR_565255_1_54_5_1_7_10,-724.1067877009999,-724.171057701,-724.350373701,-724.125401701,-724.1077317009999
MR_576807_0_25_2_7_4_11,-680.917430187,-680.9764531870001,-681.207462187,-680.934427187,-680.918374187
MR_20185_0_22_2_6_8_36,-820.0043961160001,-820.0758141160001,-820.322496116,-820.024964116,-820.0053401160001
MR_265635_0_59_5_11_8_48,-814.640093074,-814.697694074,-814.877813074,-814.655713074,-814.641037074
MR_22311_1_39_3_5_6_7,-911.28246189,-911.3507988900001,-911.59203189,-911.3035238900001,-911.28340589
MR_27199_2,-287.50780190399996,-287.547566904,-287.638400904,-287.51619590399997,-287.50874590399997
MR_406636_1_31_8_36,-707.932969043,-707.991487043,-708.264510043,-707.949620043,-707.933913043
MR_232680_0_51_4_5_8_33,-798.428505764,-798.496651764,-798.791463764,-798.448477764,-798.429449764
MR_393496_1_48_4_1_5_9,-814.190568577,-814.2554045769999,-814.482374577,-814.209354577,-814.191513577
MR_26410_0_67_7_19_8_63,-912.246844755,-912.310385755,-912.568838755,-912.265111755,-912.247788755
MR_70715_1_24_2_11_3_1,-777.338114099,-777.403842099,-777.568262099,-777.357014099,-777.339058099
MR_447373_0_58_5_12_7_17,-846.369832427,-846.427275427,-846.561753427,-846.384975427,-846.370776427
MR_257123_2_13_1_2_6_6,-933.465780759,-933.539263759,-933.795535759,-933.487959759,-933.466724759
MR_675680_2,-397.13712532,-397.18149631999995,-397.29777332,-397.14770331999995,-397.13806932
MR_206532_1_6_1_6_7_17,-886.80787125,-886.87180025,-887.03938725,-886.82527125,-886.80881525
MR_8441_1_5_6_7,-404.220717998,-404.268197998,-404.417858998,-404.232221998,-404.221661998
MR_250520_1_65_6_3_8_50,-834.0326096480001,-834.096508648,-834.312291648,-834.050221648,-834.0335546480001
MR_391279_0_60_6_7_6_7,-861.563930785,-861.639444785,-861.937258785,-861.587198785,-861.564874785
MR_614892_1_64_6_3_7_2,-1063.31044385,-1063.38295185,-1063.58467185,-1063.33209885,-1063.31138885
MR_392644_1_7_1_6_8_26,-834.997414208,-835.060162208,-835.283099208,-835.014716208,-834.9983582079999
MR_188497_2,-344.13941333300005,-344.180719333,-344.314246333,-344.148662333,-344.14035733300005
MR_393496_1,-491.726664367,-491.775315367,-491.922340367,-491.738992367,-491.727608367
MR_401342_2_39_3_1_6_6,-715.722793729,-715.783678729,-715.962720729,-715.7393127290001,-715.723738729
MR_144195_1,-325.51954694100004,-325.56494194100003,-325.652009941,-325.530068941,-325.520490941
MR_631367_1_17_2_5_3_6,-833.989232947,-834.054610947,-834.264208947,-834.008001947,-833.990176947
MR_79131_0_38_3_2_5_1,-602.728556639,-602.783272639,-602.901250639,-602.7425416389999,-602.729501639
MR_31745_0_45_4_3_7_11,-605.8698518399999,-605.9279278399999,-606.07958084,-605.8851118399999,-605.8707958399999
MR_532980_0_69_7_10_8_63,-874.2462808590001,-874.316946859,-874.485583859,-874.265942859,-874.2472248590001
MR_165620_1,-338.988019748,-339.035449748,-339.132781748,-338.99941874800004,-338.988963748
MR_506278_1_59_5_8_8_30,-855.384958104,-855.455447104,-855.732582104,-855.4056981040001,-855.385902104
MR_257123_2_69_7_14_8_62,-876.381530102,-876.448052102,-876.727730102,-876.400683102,-876.3824741020001
MR_391279_0,-367.091087482,-367.136239482,-367.287523482,-367.101915482,-367.092031482
MR_211597_0_39_3_1_6_3,-742.603945942,-742.666129942,-742.883392942,-742.622201942,-742.604889942
MR_530876_0,-473.156401723,-473.20319772299996,-473.314772723,-473.16787672299995,-473.157345723
MR_688429_0_52_5_3_5_6,-796.218667566,-796.278929566,-796.416619566,-796.235281566,-796.219611566
MR_446382_0_66_7_10_7_4,-871.605086828,-871.679816828,-871.865005828,-871.626071828,-871.606031828
MR_90867_0_4_1_6_5_1,-754.196894636,-754.260312636,-754.387253636,-754.2142226359999,-754.1978386359999
MR_546977_0_29_6_5,-565.807194967,-565.856323967,-565.986457967,-565.819233967,-565.808138967
MR_89509_2_5_1_6_6_4,-778.617267696,-778.6883046959999,-778.872644696,-778.637188696,-778.618211696
MR_291729_1,-263.06337597099997,-263.09622697099996,-263.133096971,-263.068949971,-263.064320971
MR_236404_0_34_3_2_7_9,-768.941405131,-769.014630131,-769.297988131,-768.9633141310001,-768.942349131
MR_381487_1_7_1_5_8_3,-910.4823627110001,-910.548744711,-910.711303711,-910.501434711,-910.4833067110001
MR_354085_0_7_8_47,-511.506146615,-511.553439615,-511.689639615,-511.51709161499997,-511.507090615
MR_92817_0_13_1_7_6_8,-907.343644363,-907.4084493629999,-907.519963363,-907.3612133629999,-907.344588363
MR_70715_1_54_5_2_7_3,-759.0429279560001,-759.102748956,-759.241473956,-759.0584639560001,-759.0438729560001
MR_164481_0,-381.018169614,-381.063053614,-381.177999614,-381.028583614,-381.019113614
MR_694694_1_46_4_5_8_61,-798.88456536,-798.95612836,-799.18812236,-798.90564336,-798.88550936
MR_195998_0_68_7_13_7_19,-789.395232513,-789.454488513,-789.601287513,-789.409976513,-789.396176513
MR_133774_0_54_5_9_7_6,-910.6838685179999,-910.751365518,-910.919082518,-910.702670518,-910.684812518
MR_238926_2_16_1_4,-701.364048033,-701.418665033,-701.586128033,-701.3786580330001,-701.364992033
MR_598468_2,-377.07383740999995,-377.12494240999996,-377.22987541,-377.08702740999996,-377.07478140999996
MR_232719_2_35_3_2_8_39,-781.949645669,-782.009443669,-782.262161669,-781.966726669,-781.950590669
MR_8532_2_16_2_5_2_13,-720.178770687,-720.245905687,-720.494368687,-720.198386687,-720.179715687
MR_61346_2_40_3_5_7_2,-895.272638312,-895.3427363119999,-895.590244312,-895.292525312,-895.273582312
MR_555246_1_6_1_3_7_6,-886.747116133,-886.8089041329999,-886.977619133,-886.764722133,-886.748060133
MR_57419_0_55_5_4_8_25,-804.08899086,-804.15318986,-804.42283186,-804.10714486,-804.08993486
MR_334026_0_18_2_9_4_2,-777.389174734,-777.452473734,-777.622066734,-777.406923734,-777.390118734
MR_61644_1_42_4_10_4_4,-686.9385254160001,-686.9982194160001,-687.254229416,-686.955607416,-686.9394694160001
MR_643518_0_14_7_1,-536.670525164,-536.7244731640001,-536.906859164,-536.684500164,-536.671469164
MR_11880_0,-346.16566459999996,-346.2118546,-346.3677026,-346.1769496,-346.16660959999996
MR_615843_0_5_1_1_6_1,-812.2671686900001,-812.32883169,-812.45431669,-812.2838686900001,-812.2681126900001
MR_469970_2_24_2_9_3_4,-719.3724929819999,-719.436541982,-719.608338982,-719.3902359819999,-719.3734379819999
MR_506278_1,-399.119427033,-399.167049033,-399.293241033,-399.131145033,-399.120372033
MR_317306_1_54_5_11_7_15,-816.7541315889999,-816.816525589,-817.015382589,-816.7716045889999,-816.755075589
MR_361318_0,-418.695601556,-418.749454556,-418.928871556,-418.710097556,-418.696545556
MR_629856_0_18_2_1_4_13,-682.992220201,-683.056277201,-683.310222201,-683.011622201,-682.993164201
MR_291729_1_12_5_5,-490.91026842099996,-490.954489421,-491.026634421,-490.920003421,-490.91121242099996
MR_381487_1_65_6_4_8_6,-698.7692109530001,-698.823778953,-698.942770953,-698.7832569530001,-698.7701549530001
MR_378141_0_12_5_12,-551.3783526,-551.4298796,-551.5272416,-551.3910236,-551.3792966
MR_192989_1_51_4_9_8_49,-683.368554331,-683.430580331,-683.629959331,-683.386150331,-683.369498331
MR_17831_2,-232.127343886,-232.168813886,-232.236472886,-232.136332886,-232.128287886
MR_267392_0_39_3_3_6_1,-735.5565425120001,-735.6152605120001,-735.785396512,-735.572814512,-735.5574865120001
MR_278023_1_34_3_4_7_2,-889.053272038,-889.119106038,-889.329790038,-889.0725370380001,-889.054217038
MR_428485_0,-322.97276026000003,-323.01235326,-323.13766226,-322.98151626000003,-322.97370526000003
MR_630622_2,-402.96956557799996,-403.015193578,-403.143235578,-402.980858578,-402.97050957799996
MR_9670_0_16_1_7,-553.5318220529999,-553.584834053,-553.717955053,-553.544849053,-553.5327660529999
MR_37223_0,-251.53893399,-251.58078599,-251.69309799,-251.54844999000002,-251.53987899
MR_16679_0_37_3_2_4_4,-699.451465674,-699.5119256739999,-699.699451674,-699.4688346739999,-699.452409674
MR_3012_0_60_6_4_6_7,-723.307110118,-723.370995118,-723.542699118,-723.324754118,-723.308054118
MR_239192_0,-303.473520838,-303.513963838,-303.592020838,-303.48261083799997,-303.474464838
MR_609099_1_53_5_4_6_6,-741.589819033,-741.650980033,-741.850320033,-741.606845033,-741.590763033
MR_643572_2_21_6_6,-642.786557625,-642.850230625,-643.068943625,-642.8045086249999,-642.787501625
MR_185035_2,-344.909089548,-344.962295548,-345.088111548,-344.92295454799995,-344.910034548
MR_8441_1_10_3_5,-404.116179252,-404.167703252,-404.308807252,-404.129023252,-404.117123252
MR_134922_0_16_2_6_2_13,-686.704801952,-686.774986952,-687.015647952,-686.726463952,-686.705746952
MR_13894_0_32_3_4_5_5,-705.925208838,-705.9844058379999,-706.145814838,-705.941352838,-705.926152838
MR_454302_2_54_5_2_7_7,-701.918290553,-701.978029553,-702.130051553,-701.933865553,-701.919235553
MR_253287_0_48_4_9_5_3,-703.483041371,-703.545904371,-703.728583371,-703.500111371,-703.483985371
MR_145948_1,-378.783071313,-378.823620313,-378.910102313,-378.791946313,-378.784016313
MR_309631_0,-386.663783344,-386.715840344,-386.916759344,-386.678194344,-386.664727344
MR_201053_0,-356.57320911200003,-356.611178112,-356.668296112,-356.580820112,-356.57415411200003
MR_599912_1,-324.43110477,-324.47109077,-324.54627277,-324.43969576999996,-324.43204877
MR_31243_0,-234.424013992,-234.460895992,-234.568470992,-234.431229992,-234.424958992
MR_177435_0,-400.432578017,-400.48041701700004,-400.633073017,-400.444569017,-400.43352201700003
MR_184050_2_36_3_2_3_4,-835.37120125,-835.43932625,-835.59670925,-835.39012525,-835.37214625
MR_16679_0_23_2_8_2_2,-774.277320315,-774.343570315,-774.587531315,-774.296941315,-774.278265315
MR_277852_0_65_6_4_8_40,-836.014794207,-836.080007207,-836.316857207,-836.033570207,-836.015738207
MR_195998_0_46_4_4_8_12,-562.873160624,-562.9242806240001,-563.071043624,-562.885537624,-562.874104624
MR_576807_0_33_3_5_6_1,-853.4039063880001,-853.471023388,-853.720885388,-853.423978388,-853.404850388
MR_279294_0_38_3_5_5_8,-912.926376356,-913.001225356,-913.199532356,-912.947827356,-912.927320356
MR_289964_2_15_1_5_8_25,-1059.66628094,-1059.74257294,-1060.07557294,-1059.68981194,-1059.66722494
MR_565276_1_18_2_11_4_1,-700.234476324,-700.300046324,-700.565915324,-700.254022324,-700.235420324
MR_111857_1_68_7_3_7_10,-813.908469168,-813.9697361679999,-814.181680168,-813.924906168,-813.9094131679999
MR_401342_2_35_3_4_8_49,-833.4885280589999,-833.5538680589999,-833.817945059,-833.507834059,-833.4894720589999
MR_35830_0_67_7_16_8_52,-795.032240726,-795.100657726,-795.340284726,-795.051154726,-795.0331847260001
MR_136982_2_48_4_7_5_9,-747.7390684449999,-747.8057974449999,-748.041326445,-747.758392445,-747.7400134449999
MR_204174_1_27_2_8_6_2,-662.49761943,-662.55756143,-662.75127343,-662.51415043,-662.49856343
MR_192989_1_46_4_7_8_4,-585.2890665240001,-585.3442205240001,-585.446318524,-585.303488524,-585.2900105240001
MR_604157_0,-413.555011684,-413.596162684,-413.633821684,-413.564003684,-413.555955684
