smi,h,f,spe,zpe,u
C=C(OC1=NC=CC=N1)C(NC=O)C(C)=N,-757.17512132669,-757.23508832669,-757.41054532669,-757.19111132669,-757.17606632669
N=C(NO)NN=O,-409.61163125177,-409.65079125177,-409.69589125177,-409.61962625177,-409.61257525176995
CCC(C)C,-197.47706293535998,-197.51465593536,-197.64503893536,-197.48490293536,-197.47800693535999
C=NOC#CN(CC(C)=NO)C(C)=O,-700.72144494858,-700.78449494858,-700.92835994858,-700.73851094858,-700.72238894858
C=C(O)C(C)=O,-306.24975782708003,-306.28733282708004,-306.35152882708,-306.25720982708003,-306.25070282708003
CN(O)C(N)=O,-339.5248973939,-339.5627853939,-339.6278723939,-339.53265439390003,-339.5258413939
CC=NOCCC(C=O)=NC1CNCNC1,-760.61452529918,-760.6750492991799,-760.92143429918,-760.63148429918,-760.61546929918
CC(=O)NNN(N=N)C(N)N,-578.91690939374,-578.9682043937399,-579.11152139374,-578.92996039374,-578.91785339374
N#CC(=CC=NN1CNC1)CC1OCCO1,-758.2377135315099,-758.29995653151,-758.49760753151,-758.25409053151,-758.23865753151
C=CNN(C)C=O,-341.64090781872,-341.68194081871997,-341.77370481872,-341.64969181872,-341.64185181872
N=C(CC1=CN=CC=N1)NCC1CNCCN1,-757.8296884147,-757.8892174146999,-758.1478594147,-757.8457044147,-757.8306334147
CC(=N)CN=O,-302.33131619384,-302.37008119383995,-302.43288619384,-302.33899819384,-302.33226019384
C=C(C(C)OC1CNO1)N(C)CC(C)=NC,-745.69961287853,-745.76434987853,-746.04009687853,-745.71846887853,-745.7005568785299
C=CC(NON=C)C(=N)NO,-565.39739506363,-565.44870706363,-565.57580206363,-565.41023306363,-565.39833906363
COC(=O)CC(C)=N,-400.83752885159,-400.88303485158997,-400.98805885159,-400.84768885158996,-400.83847285159
N#CCN(N)C#N,-335.42684687565,-335.46679887565,-335.51380387565,-335.43503287565,-335.42779187565003
CC(=O)CNN(C)CC=O,-495.35103771205996,-495.40358971206,-495.54699271206,-495.36394571206,-495.35198271205996
N=C(N)C(=CC1CCCCC1)CCO,-615.3243426503601,-615.3822976503601,-615.64519465036,-615.3398016503601,-615.32528665036
C=NONC(=O)NNCC1CCOO1,-755.04437186215,-755.1015788621501,-755.26548886215,-755.0592948621501,-755.04531586215
CCC(=NN1CN1)C(C=N)N(C)C#N,-641.09876508806,-641.15992808806,-641.34514508806,-641.11527308806,-641.09970908806
CC1(C=N)OC1=N,-340.4445210907,-340.4838290907,-340.5526770907,-340.4526560907,-340.4454650907
O=C(O)O,-264.90122484268,-264.93176584267997,-264.94542184268,-264.90587584268,-264.90216884268
CCCC(CNNC=O)OC(=O)NC=O,-778.4919677066899,-778.5531747066899,-778.75700070669,-778.5090387066899,-778.4929117066899
CC(C)=NCN(C)NC(C)(C#N)CN=O,-701.4282749194899,-701.49045091949,-701.71333191949,-701.44632191949,-701.4292189194899
CCC=NC,-212.32924068912,-212.36642268912001,-212.46140168912,-212.33671468912002,-212.33018568912001
CN=CN(C)CC#CN,-399.0540965317,-399.10382653169995,-399.2348065317,-399.0663305317,-399.0550405317
N=CCN,-189.12158081945,-189.15409581945,-189.21399481945,-189.12727081945,-189.12252581945
C=C(CC(=O)CCC=N)ON=C=O,-645.4892181459501,-645.54629414595,-645.68006814595,-645.50382014595,-645.4901631459501
C=CC=CC1CCNO1,-402.86549181018,-402.91075781018,-403.04676481018,-402.87542681018,-402.86643681018
OC1=CNC(O)=N1,-376.45840185286,-376.49514785286,-376.54483685286,-376.46555085285996,-376.45934585286
COC(=O)N=CC(C)=C(N)NOC(C)=NO,-832.51080192037,-832.57568892037,-832.76731992037,-832.5295999203701,-832.51174692037
CC(=N)C=NC(=NC(C)=NO)NN,-638.99968477118,-639.05794677118,-639.21567677118,-639.0154567711801,-639.00062877118
CC(=O)NC(=O)N(C)C(CC=O)C(=O)CN=C(C)C,-933.17413786036,-933.2495928603599,-933.50759186036,-933.19680786036,-933.17508186036
CC(O)NNC=N,-358.88489929281997,-358.92622829282,-359.03076129282,-358.89386129281996,-358.88584429281997
C=C=CC(NC=NC)=C(C=C)NC(N)=NC,-702.43980845623,-702.50574845623,-702.73228745623,-702.45911245623,-702.44075245623
C=NNC(N=C=N)(OC(=O)OC=O)C(=O)O,-902.1062514820201,-902.1694244820201,-902.26485248202,-902.12332448202,-902.1071954820201
CC(=N)CC(=N)N,-321.79967122748,-321.84151722748004,-321.94576522748,-321.80858622748,-321.80061522748
C=CC(=NN1CCNCC1)N(CN)NC1CC1,-760.05060307554,-760.1152060755401,-760.41245807554,-760.06910607554,-760.05154707554
CC(=NN)N(C)C=O,-396.97962995222,-397.02365395222,-397.13084195222,-396.98978095222003,-396.98057395222
CN=CC=C(CON1C=CN=C1)C(C)=N,-683.04846274648,-683.10807374648,-683.30071274648,-683.06446274648,-683.04940774648
NC=CC1=CN=CO1,-378.56982411771,-378.60927211771,-378.68666211771,-378.57783511771,-378.57076811771
CNC(=O)OC(=O)C(N)(O)N=C=NC(C)=O,-867.41474719207,-867.4819891920699,-867.62349719207,-867.43350119207,-867.41569119207
N=C(CN)C(N)=O,-357.75889796439003,-357.80010796439,-357.88167696439,-357.76772096439004,-357.75984196439003
CC=C(CNC(C)=O)CN1CCN1,-592.05172112166,-592.1091051216599,-592.32838712166,-592.06698112166,-592.05266512166
NCN=CNC=O,-357.74458447479,-357.78504547478997,-357.86726447479,-357.75304147479,-357.74552847479
C=NNC(C(N)=CNC=NC)C(C)C,-627.48490992771,-627.54667392771,-627.79055292771,-627.50256592771,-627.48585392771
N=CNOC(=N)N,-373.74096916342,-373.78148916341996,-373.85053516342,-373.74934616342,-373.74191316341995
C=C1C(N=C=NC2NCCO2)=C1C1COCOC1,-855.42418576081,-855.48705676081,-855.70877676081,-855.44142776081,-855.42512976081
CC(CC1(C)NCCC1(C)CC=NO)=NO,-745.73143368755,-745.7915156875499,-746.07274868755,-745.7491876875499,-745.73237768755
CC(C)=NOCON(CCO)CC(C)=NO,-818.74457459417,-818.81038559417,-819.05873659417,-818.76391659417,-818.74551859417
C=NCN1CCNC1,-361.00586254997,-361.04767654997,-361.18285554997,-361.01466654997,-361.00680654997
CC(=NCC(=O)NC=O)N(C=O)NC1CON1,-886.64455850249,-886.70763850249,-886.89731150249,-886.66231350249,-886.64550350249
CC(=N)C(C(O)=CC1CCCNN1)N(O)O,-797.69232364462,-797.75299664462,-797.99871364462,-797.70940364462,-797.69326864462
CC(=O)OC(=O)CN(C)NCC(=N)N,-719.30944705558,-719.36876605558,-719.55495405558,-719.32593705558,-719.31039105558
CC(=O)C(C)(C)CC(O)O,-500.43234992608,-500.48113192608,-500.65320892608,-500.44481492608,-500.43329392608
CN=C(N)NN,-299.74226473083,-299.78182873083,-299.87162873083,-299.75063173083004,-299.74320873083
N=NC=COC=NOC1=NOC=C1,-676.30981646598,-676.36377146598,-676.45313446598,-676.3225874659801,-676.31076046598
CNCC(=N)C1(CC(=O)OC=O)N=N1,-716.8878495005799,-716.9452245005799,-717.08474750058,-716.90312750058,-716.8887935005799
CC(=O)NN=C(N)N(C=NO)CC(=O)N(C)C,-867.98489899972,-868.0543219997201,-868.27267399972,-868.00513499972,-867.98584299972
CC=NON(C(O)O)C(N=N)C(N)O,-772.34912455682,-772.40578355682,-772.58121255682,-772.36472655682,-772.35006855682
C=C(CC1CNCNC1)C(CC)=NN(C)C(C)=O,-803.24611834736,-803.3139183473601,-803.63746734736,-803.26639334736,-803.24706234736
CCC=COC(C)=O,-384.7768884551,-384.82341145510003,-384.9381964551,-384.7874954551,-384.7778324551
COC=CN(NN1CCOCC1)C(=N)CN,-777.82405108448,-777.88756508448,-778.14411608448,-777.8418590844799,-777.82499508448
C=C(C)CC1COCCN1,-443.37058043927,-443.41787843927,-443.60603843927,-443.38174943927,-443.37152443927
CC=NOCC(=CC(N)=NO)C(N)N,-699.31305200431,-699.37560300431,-699.57149500431,-699.33037000431,-699.31399600431
C=CC(C)(CC1OO1)OC(C)=NC1CCCNN1,-858.94595835549,-859.0142983554899,-859.29809935549,-858.96586535549,-858.94690235549
CC(O)=COC(=O)NC=O,-550.0722757858099,-550.12141178581,-550.21017778581,-550.0838937858099,-550.0732197858099
C=NNC(=NC(=N)C(=O)O)OC(=O)OC=O,-902.11448897922,-902.17774697922,-902.27510097922,-902.1312169792201,-902.11543297922
CC(=O)OC(=O)CC=C=N,-512.9227411880499,-512.9725431880499,-513.05943518805,-512.93443618805,-512.92368518805
CC(O)CN(OC1=COC=N1)OC1CCNNC1,-910.96395465566,-911.02786665566,-911.28231765566,-910.98193765566,-910.96489865566
CC(=O)N(C=O)N=CC(C)=NOC=O,-736.78981025964,-736.85016625964,-736.97286325964,-736.80565825964,-736.79075425964
COC(=O)OC(O)(CC(=O)C(O)O)C(=O)O,-949.31930059286,-949.37989259286,-949.52726259286,-949.3365385928599,-949.32024459286
O=C(O)CO,-304.13958071799,-304.17359571799,-304.21235971799,-304.14555471799,-304.14052471799
OCC1=CC=NO1,-360.3379292529,-360.3755852529,-360.4356352529,-360.3450592529,-360.3388742529
CNC(=O)ONC(C)C(=O)C=NOC(C)=O,-852.42711100803,-852.4958100080299,-852.67051400803,-852.44631800803,-852.4280550080299
CC(C)=NN=N,-282.47057529439,-282.51005429439,-282.58440929439,-282.47875229439,-282.47151929439
CC(=N)CC(C)(C)C(C)N(O)OC(N)=O,-743.6477002570799,-743.71016525708,-743.95703425708,-743.66610225708,-743.6486452570799
CC=NOCNC=NC1=CON=C1,-641.6430985060599,-641.69927550606,-641.83562550606,-641.65685150606,-641.6440425060599
CC(CNC(N)=CC=CC=NO)=NO,-682.07749981954,-682.1400628195399,-682.32323381954,-682.09457181954,-682.07844381954
C=CC(=C)NC(=NC=O)NC(=O)O,-661.67808157226,-661.73180757226,-661.85895757226,-661.69171557226,-661.67902557226
CCCC1C=CC=C1,-311.67915141875,-311.72126541875,-311.86599041875,-311.68825041875004,-311.68009641875
CNCC1=C(CC(=O)OC=O)N=NN1,-716.9470270227399,-717.00188402274,-717.14616802274,-716.96139502274,-716.9479710227399
C=CC(NC(=O)NC(C)=O)(OC=O)C(O)N(C)C=O,-1005.0884181808,-1005.1572581808,-1005.3749381808,-1005.1091591808,-1005.0893631808
CC(=N)C=CCC=NC1C=CC=C1,-536.49489365061,-536.55039265061,-536.73530365061,-536.50875665061,-536.49583765061
NC(N)CCC(O)CNNC=O,-607.1970975654,-607.2522005654,-607.4579365654,-607.2116255654,-607.1980425654
CN(C=O)C(N=C=O)NC(=O)CC=NO,-792.1499582516201,-792.21054425162,-792.35485825162,-792.1663012516201,-792.1509022516201
CC=CC(C)C(C)=O,-348.82314092754996,-348.86975492755,-349.00784092755,-348.83418192755,-348.82408492754996
C=NC(=O)N(N)N,-373.73071710344004,-373.77209910344004,-373.84075310344,-373.73964310344,-373.73166110344005
CC(=O)N(NC(C)=NO)C(=O)NC(=O)NC=O,-922.69777288761,-922.76462788761,-922.92529188761,-922.71662188761,-922.69871688761
CN(C)C(=O)CC(O)N(NC=N)N(C=O)C=O,-887.88332529649,-887.95055329649,-888.15865129649,-887.90280929649,-887.8842692964901
C=C(CC(C)=N)NON(C(C)=O)C(C)=O,-741.24979888444,-741.31269288444,-741.51015688444,-741.26745488444,-741.25074388444
C=NOC=C=CCC1=CC=NN1,-549.17539710263,-549.2290051026299,-549.34988510263,-549.1880731026299,-549.17634110263
CN=CN(C)OC1=NC(O)=CN1C(N)=O,-772.2288008915999,-772.2887428916,-772.4446998916,-772.2452198916,-772.2297448915999
O=C=CN(CNC1=CNN=C1)CC1CCON1,-813.53973510172,-813.60296210172,-813.81866210172,-813.5567351017199,-813.54068010172
CC(=O)OC(=O)NC1(C(=O)O)C(C)C1C=NO,-910.4518740815801,-910.51895208158,-910.69040108158,-910.4706050815801,-910.4528180815801
C(=CCC1C=CC=C1)=CC1COCCO1,-654.7593395383301,-654.81515253833,-655.03619353833,-654.7738495383301,-654.7602835383301
CNCN(O)NN,-376.03723968196,-376.07942068196,-376.19511068196,-376.04669268196,-376.03818368196
N=C(O)COC=O,-397.54563210009,-397.58519510009,-397.64341610009,-397.55358510009,-397.54657610009
CC(ON1CCCOC1)N(C=N)CC1OCCO1,-896.14722776224,-896.2114357622401,-896.50287276224,-896.1657657622401,-896.14817176224
CC(C)=NOCNON1CN1,-566.5532460761,-566.6063640761,-566.7545990761,-566.5665000761,-566.5541900761
CCC(O)C(C)(C)NC,-406.50346280803,-406.55151380803,-406.75497480803,-406.51576880803,-406.50440680803
CNC(=O)O,-284.27144616139003,-284.30842116139,-284.35759016139,-284.27825216139,-284.27239016139004
COCNNC(=O)NC=NO,-602.64256278528,-602.69514278528,-602.82313378528,-602.65588378528,-602.64350678528
CC=NON=C(CC=O)CON(C)C=O,-777.1041703431499,-777.1694523431499,-777.33951834315,-777.12210534315,-777.1051153431499
O=CCC1=COC=N1,-398.45387841007,-398.49441141007003,-398.55734941007,-398.46179141007,-398.45482241007
C=C(C)C(NC(N)(O)CN(C)C=O)C1=COC=N1,-873.99279521389,-874.0584552138899,-874.31159021389,-874.01206921389,-873.99374021389
COC(=O)C=C1C=C=NC1=NOC=O,-718.2425202236001,-718.2979102236001,-718.3896502236,-718.2567112236001,-718.2434652236001
C=CNC(=CNN=N)NNC=N,-579.8252824395399,-579.88041143954,-580.02434243954,-579.83939243954,-579.8262264395399
C=C(CC1=CNN=C1)C(CC)=NN(C(C)=O)C(C)=O,-874.93205786465,-875.0021898646501,-875.25579586465,-874.9524598646501,-874.93300186465
CC(=O)N(N)C(N)=O,-432.97630300566,-433.01908800565997,-433.10420400566,-432.98587100566,-432.97724700566
C#CCC(=CC1=CC=NO1)C(=O)NC1CCOO1,-874.10019160992,-874.16505360992,-874.34626260992,-874.1176786099201,-874.10113560992
CN=NNN=N,-314.52853172299,-314.56690272299,-314.61859272299,-314.53622072299,-314.52947572299
CC(C)=NOCC(C)(C(N)=O)N(N)CC(N)=O,-853.12169589401,-853.19122789401,-853.44418589401,-853.14222089401,-853.12263989401
CC(=N)C(C(=O)OCC1=COC=N1)C1CCNOC1,-931.90497039177,-931.97211539177,-932.21922139177,-931.92373139177,-931.90591439177
C=C(ON=C=O)C(=O)CCCC=N,-645.4846409865,-645.5420099865,-645.6754899865,-645.4992169865,-645.4855849865
CN=C(N)OC(=O)C=O,-490.90080100744996,-490.94727300745,-491.02043300745,-490.91142800744996,-490.90174500744996
C=C(ON=O)C(=O)CNC,-530.0481858650501,-530.09688686505,-530.19599286505,-530.06000586505,-530.04913086505
C=NC(O)C(C)(O)C(=C)C,-479.31745263748,-479.36516963748,-479.52569963748,-479.32953063748,-479.31839663747996
CC(=O)OOC(=O)C(C)C=O,-609.1450892537799,-609.19883625378,-609.29790225378,-609.15829625378,-609.1460332537799
C=C(C)C(OC1CNO1)N(C)CC(C)=NC,-745.70359039322,-745.7696103932201,-746.04340139322,-745.72284339322,-745.70453439322
CC1NC1(N)C=N,-321.75189456533,-321.79219656533,-321.89770756533,-321.76059256533,-321.75283956533
C=NOC=C(O)C(C#N)CC1=CC=NN1,-717.81947474497,-717.87755874497,-718.02502974497,-717.83454874497,-717.82041874497
CC(O)=CNC=N,-341.67806972403,-341.71770872403,-341.81138072403,-341.68638372403,-341.67901372403
C=NOCN(C)NCC(=O)OC=O,-699.85490187778,-699.9120688777799,-700.05709587778,-699.86994687778,-699.85584587778
N=C(N)C(O)=CC=O,-415.6918630842,-415.73420608419997,-415.8069220842,-415.7011200842,-415.69280708419996
C=NC(NC(=O)CC(C)=NC)C(C)(C)N,-686.69280692903,-686.75900692903,-687.01558692903,-686.7117519290299,-686.69375092903
CN(C)CC(=CNC=O)CC(=N)C(=N)N,-701.5588409297701,-701.6213059297701,-701.84830592977,-701.5762309297701,-701.5597859297701
COC(=O)C=C1C=C1N=C=NOC=O,-718.26333304713,-718.32263404713,-718.41109004713,-718.27833004713,-718.26427704713
C=NCCCC1C=CC=C1,-405.04684499909,-405.09455199909,-405.25740899909,-405.05778699909,-405.04778899909
C#CC(C)(N)ON=C(C)C,-458.17626525789,-458.22702125789,-458.37164625789,-458.18934625789,-458.17720925789
CN=CNN(C=O)C(C=N)N(C)C,-624.16760885886,-624.22617885886,-624.41965185886,-624.18330985886,-624.16855285886
CCC(N)N(C)N,-324.11878865114,-324.16162965114,-324.31226165114,-324.12875465113996,-324.11973365114
CC(N)=NC(N)ON,-414.19132362019,-414.23551762019,-414.35504562019,-414.20163462019,-414.19226862019
C=C(OC)C(C)(C)C#N,-402.93958950338,-402.98569950338,-403.11923250338,-402.95079550338,-402.94053350338
CC(NO)C(=CC1=NC=CC=N1)CN(C)C=O,-797.57011459841,-797.6325285984101,-797.86034959841,-797.58770359841,-797.57105959841
COC(=O)N=C(C=O)COO,-625.15850809811,-625.20889509811,-625.30058109811,-625.1709210981101,-625.15945309811
CC(=O)NCC=N,-341.69139327378,-341.73425127378,-341.82472827378,-341.70049427378,-341.69233827378
C=CCC(N)=C(O)O,-400.80336665714003,-400.84761665714,-400.95388465714,-400.81349065714,-400.80431065714004
CN(C)CC(=O)C(=NC1=NC=CN=C1)N(C)N,-793.72493200154,-793.79137000154,-794.01405300154,-793.74356500154,-793.72587600154
CC(C#N)=CC=N,-303.35045834569,-303.39062634569,-303.46006934569,-303.35887634568996,-303.35140234568996
O=C(O)CNC(=O)N(O)NC1=COC=N1,-828.06698171813,-828.12531771813,-828.24845371813,-828.08174271813,-828.06792571813
CC(=CC1OO1)CC(C)=NC(N)=O,-646.6643692663,-646.7244132663,-646.8786292663,-646.6799562663,-646.6653132663
C=NCC1NCCN1,-361.01504789342,-361.05681889342003,-361.19227089342,-361.02387289342,-361.01599289342
CCC(C)CC1CNOC1,-444.52389842289,-444.57412442289,-444.78290242289,-444.53607342289,-444.52484242289
CC(C)=NNC=N,-321.76308121749,-321.80551621749,-321.90729721749,-321.77255821749,-321.76402521749
CN1OC(C)(N)N1N,-414.10103248117997,-414.14314448118,-414.26243048118,-414.11070348118,-414.10197648118
CC(=O)CCC1COCOC1,-538.48184878862,-538.53047478862,-538.71100978862,-538.49357978862,-538.48279278862
C=C(C)C(=CC=CN(C)C=O)NC=O,-648.89283002537,-648.9524160253701,-649.13849602537,-648.90909402537,-648.89377502537
COOCC(C(=N)NN(C=O)C(C)=O)=C(N)N,-887.82315577211,-887.89061277211,-888.09791877211,-887.84283177211,-887.82410077211
NC=NC(N)N,-299.77281319212,-299.81056019212,-299.90285319212,-299.78054119212,-299.77375719212
N=NCC=O,-263.10104422945,-263.13693222945,-263.17352422945,-263.10749622944996,-263.10198822945
CC(C=N)=C(N)NO,-396.94011689387,-396.98296989387,-397.09105989387,-396.94997689387003,-396.94106089387003
CC(N)=NCC(CN)(C(N)=O)N(C)N,-680.71977856893,-680.7781585689299,-681.01611656893,-680.73661556893,-680.72072256893
CC(=O)N(C=O)ON(CC1COCOC1)C(N)=O,-966.88593480266,-966.95065080266,-967.16755980266,-966.90429980266,-966.88687880266
CC(C=O)C1CCOO1,-459.87488757402,-459.91881257401997,-460.04231557402,-459.88476857402,-459.87583157401997
C=NON=CC1(NN=C=O)NC1C,-657.61875720995,-657.6756072099499,-657.79734520995,-657.63311120995,-657.61970120995
CN1C(=O)C1CN,-341.63082192221003,-341.67207192221,-341.76402492221,-341.63971192221004,-341.63176592221004
CC1(C)C=C(N)N1O,-380.85281483719,-380.89498683719,-381.01400483719,-380.86265383719,-380.85375883719
C=CC(C(N)(N)N)C(C)(CC(=N)N)N=C,-682.83298150957,-682.89299350957,-683.15835250957,-682.85072150957,-682.83392550957
CCC=O,-192.96746969878998,-193.00108369878998,-193.05774769879,-192.97346169879,-192.96841469878999
C=C=C(C)CC(C)=NC,-366.95880532537,-367.00921032537,-367.16084232537,-366.97117432537004,-366.95974932537
O=CNOC=NO,-413.45672523584994,-413.49692423585,-413.54031023585,-413.46498423584995,-413.45767023584995
CC(=N)OCC(=O)O,-436.79040160475,-436.83405760475,-436.91684260475,-436.79985360475,-436.79134560475
CC(N)=C(NC=O)C(=N)NC1=NC=CO1,-735.16461581771,-735.22116081771,-735.38359681771,-735.17962681771,-735.16555981771
CC(=O)C(=O)N(C)CN,-456.15690300374,-456.20552900373997,-456.32599500374,-456.16855300374,-456.15784700374
CC(=O)N(C#CC1CCOCO1)CN1CCOCC1,-917.0054977490399,-917.07395774904,-917.35558174904,-917.0248147490399,-917.0064417490399
CN(C=O)C(N)N=CNC=O,-565.6146934445,-565.6672194445,-565.7963214445,-565.6277664445,-565.6156384445
CC(=O)NC(=O)CN1C(=O)C1CNC(=O)NC=O,-944.75039145239,-944.81830045239,-944.99717945239,-944.76950845239,-944.75133545239
N#CCC(=O)N(N=O)NCN,-580.36147386752,-580.41248886752,-580.50583686752,-580.37393886752,-580.36241786752
C=NONC(C)C(=N)C(=C)ONC=NC,-737.29514206817,-737.35709506817,-737.55577306817,-737.31264306817,-737.29608606817
CC(C=CC1=CC=NC=N1)=NC1CCCON1,-760.41547063411,-760.47626463411,-760.70597963411,-760.43174763411,-760.41641463411
CC(C#N)OC(=N)N,-395.81381792054,-395.85671692054,-395.94139892054,-395.82340792054,-395.81476192054
CNC(=N)CC(=O)C(O)C(N)(O)ON(C=O)C(C)=O,-1022.2652242836,-1022.3348902836,-1022.5626512836,-1022.2863752835999,-1022.2661682836
CN=CN(C)CC(=NN)N(C=O)CN=O,-753.4444313463,-753.5082443463001,-753.6953573463,-753.4622663463001,-753.4453753463
O=C(O)NCC1CNCCN1,-550.74930943523,-550.79858743523,-550.96971143523,-550.76094743523,-550.75025343523
CN(C=NO)C(=N)N,-413.00592116208,-413.04973216208003,-413.14558316208,-413.01591716208003,-413.00686516208003
CC(=O)N(C=O)NC1=CC(C)(CC2=NC=CO2)N1O,-946.7443543041,-946.8095513041,-947.0190943041,-946.7631673041,-946.7452983041001
CN(C=O)NC(C=O)COC(C)(C)C,-688.3504376602599,-688.41385866026,-688.64166566026,-688.3681266602599,-688.3513816602599
CC1(C)CCNC1(C)C,-369.38598961767,-369.43061761767,-369.63824361767,-369.39692661767003,-369.38693461767
C=CNNC1=CN=CC=N1,-452.04304617218,-452.08736917218,-452.19594917218,-452.05284317218,-452.04399017218003
COCN,-210.19200794427002,-210.22564094427,-210.29585894427,-210.19817094427,-210.19295194427002
C=CC(=CNCC(=O)OC(C)=O)NC(=O)NC=O,-928.70524211937,-928.77377711937,-928.96307511937,-928.72478711937,-928.70618611937
CC(=O)CC1(C(=N)CC2CNCCN2)N=N1,-739.56499047016,-739.62754647016,-739.86018447016,-739.58194247016,-739.56593447016
CN=C(CC=N)N(C)C,-400.28005223162,-400.32907723162003,-400.48445523162,-400.29212623162005,-400.28099623162
CNC(=O)OC(O)(CC=O)C(=O)OC1CCCC1,-934.8927127136001,-934.9637517136,-935.1977587136,-934.9129277136,-934.8936567136001
C=NOCC(C#N)=CC=NC1CCOO1,-738.7836482288001,-738.8440002288,-738.9984012288,-738.7994032288001,-738.7845922288001
C=CC(C)(CC(=N)N)C(N=C)C(N)(N)N,-682.83193175986,-682.89157875986,-683.15763575986,-682.84956075986,-682.83287575986
CN(C=C=O)CN,-341.63238496729,-341.67442596729,-341.76536396729,-341.64141496729,-341.63332996729
CC(=O)NC(=O)N=CC(C)C(=O)NON(C=O)C=O,-1019.8667362018,-1019.9371132018,-1020.1161382018,-1019.8873462018,-1019.8676802018
CC(C=CN)=NO,-341.62794430627,-341.66901330627,-341.76076130627,-341.63706330627,-341.62888830627
O=CC(=O)CC1=CC=CN=N1,-529.9041293189,-529.9512063189,-530.0369683189,-529.9146453188999,-529.9050733189
NC(=CC=CC1CNCCN1)NCC1=CC=NO1,-816.90160043017,-816.96903843017,-817.23555943017,-816.91990743017,-816.90254443017
CC1=C(C)NN=N1,-320.60035198641,-320.64105098641,-320.72228698641,-320.60849798641,-320.60129598641
COC(=O)NC(C)=NOC(=N)N(C)C,-719.28730838909,-719.35052138909,-719.53242438909,-719.30459038909,-719.28825238909
CC(=O)N(C=O)OC(N)=CO,-605.3204086437299,-605.3711256437299,-605.47512064373,-605.33307964373,-605.3213526437299
N=C=NC(N)(O)C(=O)O,-506.97990746896,-507.02568346896,-507.08797346896,-506.99032346896,-506.98085146896
CC(=O)N(C=O)C=COC=NOC1C=CC=C1,-836.09830864816,-836.16522764816,-836.33588164816,-836.1162086481601,-836.09925264816
CC(=O)N(ONC=N)C(C)CC1CNCN1,-777.84393029483,-777.9068162948299,-778.16315229483,-777.86172629483,-777.84487429483
CC(CC=O)C(=O)C(=O)OC1=CC=NN1,-758.85735174504,-758.91651874504,-759.06134374504,-758.87270574504,-758.85829574504
CC(C)=NON=CCC1COCN1,-627.92765249232,-627.98440349232,-628.17888749232,-627.94248649232,-627.92859649232
CN(C)CC(=CNC=O)C(=N)CC(=N)N,-701.56446664185,-701.62602464185,-701.85443964185,-701.58170364185,-701.56541064185
CC=NONC(=O)C(=NO)OC=NO,-789.79485450225,-789.85525150225,-789.96403450225,-789.81082950225,-789.79579850225
NC(=O)C(=O)C(=COC1=CC=CC=C1)CC1CNCO1,-952.81067723278,-952.87854323278,-953.11972523278,-952.82982223278,-952.81162123278
CC(C)=NOCC(=CC(N)=NO)CC1CNCNC1,-894.44159940327,-894.51129740327,-894.82707340327,-894.46257040327,-894.44254340327
CC(=N)OC(C)(C=CC(=O)OC=O)CN=O,-835.1696936767501,-835.23541267675,-835.39939867675,-835.18806667675,-835.1706376767501
NC(N=CNC=O)C1=NC=CN1,-582.62944568154,-582.68055168154,-582.80739068154,-582.64165668154,-582.63038968154
CC(=O)OC(C)CN(O)ON(C)C(C)=O,-799.42902716023,-799.49254616023,-799.70047616023,-799.44730216023,-799.42997116023
CC(C=O)=NN1CCCNC1,-513.5379848128799,-513.58690781288,-513.75559681288,-513.54984481288,-513.5389298128799
C=C(N=N)N(C=O)C(C)=O,-509.05612080928,-509.10404480927997,-509.19281080928,-509.06747980928,-509.05706480928
C=CN=N,-187.88725769511998,-187.91866569511998,-187.95364869512,-187.89250169512,-187.88820169512
N=C(CC1=CC=NO1)C(N)=NC1=CC=NO1,-771.97544137568,-772.03308337568,-772.17595737568,-771.98994537568,-771.97638537568
CC(=O)N(C)ONN(C)ON1CCNCC1,-814.84847030534,-814.9106283053401,-815.16388830534,-814.86653830534,-814.84941530534
CNCN(N)C(C=N)=NC(C)=O,-584.9230142293501,-584.9789022293501,-585.14673822935,-584.93771122935,-584.9239582293501
CC=NOC(C)CN(O)ON(C)C=O,-740.18837026116,-740.25053326116,-740.44140726116,-740.2055992611599,-740.18931426116
C=C(CC(C)=NN(C)C(C)=O)CC1CNCNC1,-803.25182257746,-803.3189715774599,-803.64321657746,-803.2718795774599,-803.25276757746
CC1(NOCC2=COC=N2)C(=O)C1C1CCNOC1,-931.7744416969499,-931.84025469695,-932.08647569695,-931.79310769695,-931.7753856969499
C=CC(=O)NOOC,-436.62177883775,-436.66584883775,-436.74562983775,-436.63171783775,-436.62272283775
NC=CNC=O,-302.42675756071,-302.46335556071,-302.53138156071,-302.43384556071,-302.42770156071
CC(C)C(=N)C(=CC(=O)O)NN1CN1,-682.1165058295101,-682.1754828295101,-682.36249982951,-682.13228682951,-682.1174508295101
C=NONC(C(=C)ONC=NC)C(C)=N,-737.2898689127601,-737.35414891276,-737.54992491276,-737.30771491276,-737.2908129127601
CC(=O)CN(C)NCC=O,-495.34970690781,-495.40148990781,-495.54584690781,-495.36243890781003,-495.35065090781
NNOC1=NC=CC=N1,-449.88836911491995,-449.92982611492,-450.01151411492,-449.89703111491997,-449.88931411491996
CNCNO,-265.45634935061,-265.49308935061003,-265.57835435061,-265.46360235061,-265.45729335061003
