smi,h,f,spe,zpe,u
C=NC(=C)C=O,-285.266518709,-285.303337709,-285.356246709,-285.273613709,-285.26746270900003
CN=NCC=CNC#N,-414.109701754,-414.156804754,-414.253502754,-414.120712754,-414.110646754
CC(C)=NCC(C)(N)C(O)C(N)C=N,-648.933619228,-648.9957502279999,-649.251587228,-648.951403228,-648.934563228
C=NOCN(CN=C(C)C)NNC,-625.572690635,-625.632703635,-625.846810635,-625.589216635,-625.573635635
C=CCC(O)C(C)=O,-384.947635639,-384.99269963899997,-385.108576639,-384.95791663899996,-384.948579639
CN=CC=C(C=O)OC=CC(C)=NC,-649.126742057,-649.189330057,-649.370069057,-649.143856057,-649.127686057
N=CN(CN1CCCCO1)C(=O)OC1CNCN1,-891.614030544,-891.677101544,-891.948035544,-891.6318215440001,-891.614974544
O=CNC(=O)ONC(=O)C(O)CC=NO,-849.450772194,-849.510502194,-849.641894194,-849.466826194,-849.451716194
O=CCC(O)(O)C(=O)O,-532.0975128,-532.1421788,-532.2164988,-532.1076888,-532.0984568
CC=C(CC1COCN1)C(=N)C(C)=N,-630.4714571960001,-630.5285081960001,-630.755193196,-630.486971196,-630.4724011960001
CC(=O)CC(C(=N)CCC(=N)N)C(=O)O,-741.729121675,-741.791088675,-741.994130675,-741.746198675,-741.730066675
CC(=O)N(CC(C)C=O)C(C)=O,-592.9463641799999,-593.00079518,-593.16717618,-592.9605931799999,-592.9473081799999
N#CN,-148.753718513,-148.781907513,-148.792252513,-148.758285513,-148.754662513
CNC(=O)N=C(CNC=N)C(C)C=N,-662.635726018,-662.6957860179999,-662.896189018,-662.6522400179999,-662.636670018
C=CCC(NOC=O)C(=O)NN1CCCCO1,-856.066367865,-856.1321668649999,-856.366172865,-856.084500865,-856.067311865
CC1CC1(N)C(=O)O,-401.027157042,-401.06943404199995,-401.178327042,-401.036594042,-401.028101042
CN(C=O)ONC=O,-452.922990919,-452.967875919,-453.035787919,-452.932930919,-452.923935919
CCN(N)C1=CC=NO1,-435.206768613,-435.250511613,-435.364576613,-435.216534613,-435.207712613
CNC(C)=NO,-303.683298562,-303.722487562,-303.809602562,-303.691632562,-303.684242562
O=NCCC=CC(=O)O,-474.987841509,-475.03444250900003,-475.119236509,-474.99828250900003,-474.988786509
C=CC(O)=CN(C=O)C=O,-513.132847581,-513.1803705809999,-513.270547581,-513.144046581,-513.133791581
C=CC1CCNO1,-325.708426026,-325.746942026,-325.854075026,-325.71604302599997,-325.709371026
CN(C)CCCC(=N)C=NC1=CC=NC=N1,-702.846774244,-702.906958244,-703.143125244,-702.863323244,-702.847718244
C=CC(O)CC(C)=O,-384.947311007,-384.992107007,-385.108405007,-384.957377007,-384.948255007
CN=CN(C)C=CC(N)(N)N(N)CNC,-700.376834793,-700.441098793,-700.714850793,-700.395551793,-700.377778793
C=CC(N)(CO)OC=O,-476.232569189,-476.277568189,-476.388769189,-476.24320818900003,-476.233513189
CC(C=NN(N)N)=NN(C)C=O,-601.182215326,-601.237299326,-601.391978326,-601.1969203259999,-601.183159326
C=C(N)CN(C)C=O,-381.133965981,-381.177508981,-381.297239981,-381.14388898100003,-381.134909981
C=CCC(N)C(N)=O,-381.14315248,-381.18753048,-381.30697448,-381.15322248,-381.14409648000003
CC(C)(CO)N(N)O,-419.37789371400004,-419.42119271400003,-419.563576714,-419.388265714,-419.37883871400004
CC(=O)CN,-248.414366048,-248.451915048,-248.523293048,-248.421785048,-248.415310048
CNC=C(NNC)C(O)=CC1CNO1,-683.5388357,-683.5983707,-683.8099127,-683.5550477,-683.5397797
CN(C=N)CNC1OC1N,-491.771662795,-491.820217795,-491.972084795,-491.783496795,-491.772607795
CC(NC=NO)OOC=O,-567.38371693,-567.43344593,-567.53124693,-567.3958119299999,-567.38466093
C=C(NOC(N)=O)C(C)NC#N,-603.8999636899999,-603.95285269,-604.08673869,-603.91355369,-603.9009076899999
C=NOCC(=C)OOC(C)=NO,-644.657019749,-644.7126167490001,-644.838122749,-644.671291749,-644.657963749
CC=NON=CC(C)C(=N)CN=O,-642.9931996409999,-643.047647641,-643.205943641,-643.007464641,-642.9941436409999
NCOCON,-340.810463304,-340.849363304,-340.938564304,-340.818454304,-340.811407304
CN(C)CCOC=C(O)NC1CNNC1,-724.0939930740001,-724.1551040740001,-724.419930074,-724.1109720740001,-724.0949370740001
CC(O)=NN(C=O)C=O,-491.11086321399995,-491.154619214,-491.230134214,-491.120578214,-491.11180721399995
C=NON=CCC=CC(C)=N,-512.5128772500001,-512.56688625,-512.70264525,-512.52615125,-512.5138222500001
C=CC(=C)C(C)C(N)=O,-403.16950358300005,-403.215405583,-403.350101583,-403.18042858300004,-403.17044858300005
C=C(CC(=O)NC(C)=O)CC1CCNNC1,-745.0291014420001,-745.0898854420001,-745.349715442,-745.046016442,-745.0300454420001
C=CCN(NC(C)=NC)ON(C)C,-609.4957555899999,-609.5559605899999,-609.77991759,-609.51263059,-609.4966995899999
C=NOC=C(CC(N)C=N)CC1NN1,-662.4538331489999,-662.510906149,-662.712331149,-662.469303149,-662.4547771489999
C=NONC(=O)CC(=C)C(=C)CON=C(C)C,-818.883164478,-818.951209478,-819.178362478,-818.902925478,-818.884109478
CN=C(C)C(CN(C(C)=O)C(C)=O)C(N)=NN(C)C=O,-969.054599198,-969.129356198,-969.418929198,-969.077789198,-969.055543198
C=C(O)OC1=COC=N1,-473.830014782,-473.869174782,-473.936952782,-473.83767378199997,-473.830958782
CN=CN(C)C(C(O)O)N(C)N,-607.4609630020001,-607.516049002,-607.719223002,-607.475981002,-607.4619070020001
CN=C(O)O,-284.359962923,-284.39636492299996,-284.445075923,-284.366768923,-284.360906923
CN1OC(N)(COC=O)N1NN=N,-712.288049698,-712.341798698,-712.477799698,-712.302207698,-712.288993698
CC(=N)C(O)C(C)=O,-401.019440933,-401.063679933,-401.168745933,-401.029502933,-401.020384933
CC=NOCC(N)=C(C)C(CC1=NC=CC=N1)=NC,-855.413348151,-855.4832181510001,-855.749259151,-855.4337711510001,-855.414292151
C=C(N)C(N)C(C)C,-346.370290037,-346.415389037,-346.580965037,-346.381233037,-346.371234037
CC(=N)CC(ON(C=O)C=O)C(C)=O,-722.2359763799999,-722.29659338,-722.45452638,-722.2523943799999,-722.2369203799999
C=CC(CC=COC)=NC1=CON=C1,-647.907895274,-647.966154274,-648.129570274,-647.922935274,-647.908839274
C=C(O)C(C)=C(N)NN,-436.416529431,-436.46395443100005,-436.598013431,-436.42813343100005,-436.417473431
CC=NONC(O)NCN=O,-602.7874142290001,-602.8411352290001,-602.964439229,-602.801085229,-602.7883582290001
NC(=CCCC=O)N(N)CC1=NC=CN1,-700.687952773,-700.743434773,-700.954738773,-700.703137773,-700.688896773
CC(O)CN(O)O,-399.952462972,-399.993589972,-400.095604972,-399.96151897199996,-399.953407972
O=COCO,-304.247879812,-304.281833812,-304.321631812,-304.253825812,-304.248823812
CC(=CO)C(=O)C(N)=O,-475.08513500000004,-475.128897,-475.217842,-475.09495100000004,-475.08607900000004
C=CC(N)=CC(=CC=O)CO,-516.443433694,-516.492901694,-516.636284694,-516.455805694,-516.444377694
CN(C)NC(NO)NN=O,-544.827419717,-544.877389717,-545.013210717,-544.839582717,-544.828363717
N#CCN(C=N)C=NOO,-525.203800447,-525.2539954470001,-525.329033447,-525.215609447,-525.204745447
CC=C(C)C(=N)C(C)=N,-383.256151923,-383.305068923,-383.448124923,-383.268012923,-383.257095923
CC(=O)OCC(C(=O)OC1=CNN=C1)C(O)O,-910.8618873629999,-910.926735363,-911.102685363,-910.8795823629999,-910.8628313629999
CC(=N)NN=CN(C(C)=O)C(C)=O,-643.2292571060001,-643.287465106,-643.444155106,-643.244606106,-643.2302021060001
CNN1NC1(CC1NCCCN1)C(=N)NC1=CC=NN=C1,-962.210444772,-962.2789537719999,-962.586752772,-962.230665772,-962.211388772
CC=CC1CCCON1,-404.287393123,-404.332053123,-404.492325123,-404.297583123,-404.288337123
C=C(CC)N(OCC#N)ON1C=CN=C1,-719.221667369,-719.282236369,-719.447399369,-719.237727369,-719.222611369
O=C(CN(CC1CCON1)NO)OC1=CON=C1,-946.100107152,-946.163984152,-946.370890152,-946.117609152,-946.101051152
C=NOC=C=C(C=CN)CC=NC,-589.878522535,-589.938785535,-590.105065535,-589.894512535,-589.879466535
CNC(=N)N,-244.588818454,-244.624548454,-244.699147454,-244.595856454,-244.589763454
C=C(CN(C=O)C=O)C(C=CN)=NC(=O)OC=O,-927.874165969,-927.9412969690001,-928.107591969,-927.8934739690001,-927.875109969
CC(C)(C)NC=N,-307.101065378,-307.142833378,-307.281423378,-307.110694378,-307.102009378
O=CN(OC1CCC1)C(=O)OC1=NOC=C1,-834.306312127,-834.363996127,-834.515243127,-834.3213631269999,-834.307256127
CN=COC(=NO)NCNC,-566.9569523849999,-567.0125643849999,-567.161323385,-566.971118385,-566.9578963849999
CC(=N)OC=O,-322.45159314,-322.48938014000004,-322.54209714,-322.45891914000003,-322.45253714
CC(=O)N(NCC(=O)O)OO,-642.6340032400001,-642.6844352400001,-642.78748324,-642.64653224,-642.63494724
NN(O)C(CO)(CO)CC1=NC=CC=N1,-757.6722899819999,-757.726764982,-757.927265982,-757.686919982,-757.6732339819999
CN1OC1=NC1=CC=NN1,-488.13096142800003,-488.175690428,-488.258039428,-488.140825428,-488.13190542800004
C#CC(=CN(C=O)C(C)=O)CC(=O)NN1CCNC1,-911.243738722,-911.313951722,-911.544306722,-911.263920722,-911.244682722
C=CNC(O)=NC,-341.83474206,-341.87618405999996,-341.96767306,-341.84375006,-341.83568606
C#CNC,-171.917696662,-171.950744662,-171.996543662,-171.92383766199998,-171.918640662
CCCN(CC1=CC=NO1)CN(C)C(C)=O,-745.000100304,-745.0640953039999,-745.318632304,-745.018049304,-745.001044304
C=C(CN=O)ONC(=O)N(C)C,-624.876758397,-624.933257397,-625.072230397,-624.891440397,-624.877702397
CC=C(N)O,-248.402428442,-248.439218442,-248.511261442,-248.409787442,-248.403372442
CC(=O)CC=N,-286.494325875,-286.534145875,-286.608686875,-286.50229387499996,-286.49526987499996
N=NC(C=NO)C=C(O)ON=O,-675.597977646,-675.652485646,-675.732274646,-675.611901646,-675.5989216459999
C=CN(C)C,-212.439878765,-212.476070765,-212.572362765,-212.447116765,-212.440822765
CN(C=O)N1C(=N)CC(=O)N1C=NO,-733.2224873130001,-733.2782753130001,-733.407440313,-733.237278313,-733.2234313130001
CC=NON(C)C(=N)CCC(=O)CN,-683.594103122,-683.656412122,-683.862888122,-683.611335122,-683.595047122
CC(=N)C(O)CC(C)N,-421.604584637,-421.652613637,-421.821093637,-421.616365637,-421.60552863699996
CCNN,-190.390427557,-190.424271557,-190.506659557,-190.39674055700002,-190.391372557
C#CCNC(C)=O,-324.560374878,-324.604703878,-324.680807878,-324.569622878,-324.561318878
CC=C(C)C(N=CC(=O)OC)ON(C=O)C=O,-874.8294482599999,-874.89904026,-875.08983926,-874.8494412599999,-874.8303922599999
C=CCC(=COOC)C(=O)NNC(C)=O,-761.4504529760001,-761.5174099760001,-761.699555976,-761.468918976,-761.4513969760001
C=CCC(=N)NC,-305.884512154,-305.926716154,-306.041179154,-305.89385815400004,-305.885457154
C=C(CN=C=O)OON=CN,-584.385265202,-584.437896202,-584.527331202,-584.398289202,-584.386209202
C=CC(C)(C)CC=O,-349.00060916300004,-349.045379163,-349.185147163,-349.011018163,-349.001553163
CC(=O)NC(=O)NC(=CONC1CCNNC1)C(=O)O,-1040.88763172,-1040.95822372,-1041.20754072,-1040.90797972,-1040.88857572
C=C(O)NC(=N)N,-357.908055257,-357.948172257,-358.029271257,-357.916480257,-357.909000257
CC(=O)NC(=O)N=CC(O)(CO)NN(C)C=O,-908.198346238,-908.262770238,-908.461888238,-908.216968238,-908.199290238
NC(C=O)C(N)C=O,-417.055919031,-417.099325031,-417.194605031,-417.065730031,-417.056863031
NN=C(CC=NO)C(N)C1=CC=NC=N1,-715.502707072,-715.558771072,-715.733667072,-715.517652072,-715.503652072
N=CN,-149.952143335,-149.981552335,-150.014573335,-149.956953335,-149.953087335
CN=CCC(NOC(C)=O)C(=O)O,-684.170364632,-684.228797632,-684.384876632,-684.185796632,-684.171308632
O=CNN1COC1,-377.720518521,-377.75848652099995,-377.830185521,-377.727923521,-377.721463521
CN(C)C=O,-248.421018557,-248.457237557,-248.530109557,-248.428068557,-248.421962557
NC=NC=CCCO,-381.113515953,-381.157285953,-381.276670953,-381.123422953,-381.114459953
C#CC(C)=C(N)NC,-343.933654445,-343.979544445,-344.096338445,-343.944620445,-343.934598445
C=CC(CC1COCN1)=C(N)C(C)=N,-630.466167934,-630.524345934,-630.750303934,-630.482038934,-630.467112934
CNC(=N)OC(C=O)(CC=O)CN=O,-738.246867742,-738.306357742,-738.453532742,-738.263177742,-738.247812742
C=CC(OON=CC)C(C)=NC(=O)O,-722.137072697,-722.198685697,-722.354564697,-722.153881697,-722.138016697
CC(=O)NC(N)=O,-377.860301296,-377.899542296,-377.969855296,-377.868358296,-377.861245296
C=NC1C(C(C)C)C1C(O)OC#N,-611.050237391,-611.107317391,-611.289101391,-611.065454391,-611.051181391
C=C(CN1CN1)N(C)C,-400.422326101,-400.468736101,-400.626422101,-400.433347101,-400.423270101
C=C(CCON=C(C)C)N(OC)ONC=N,-797.969360134,-798.0367851340001,-798.270055134,-797.988890134,-797.970305134
C#CCOC,-231.078610663,-231.114527663,-231.174570663,-231.085560663,-231.079554663
CC(C)=O,-193.08005954700002,-193.114927547,-193.169782547,-193.086405547,-193.08100354700002
C=C(N)CCNC=O,-381.140334711,-381.183540711,-381.304481711,-381.149987711,-381.141278711
C=CC(N)NN(C=O)C(C)=O,-549.7706550309999,-549.822015031,-549.962729031,-549.783675031,-549.7715990309999
CN=CNCC(=NN)C(=CO)NC1=CN=CN=C1,-848.2623508,-848.3263578,-848.5478448,-848.2803798,-848.2632948
C=NOOC=NNC=O,-506.977881488,-507.024452488,-507.082929488,-506.988415488,-506.978826488
C=CC(N)=C(CNC(=O)NC=O)CN(C=O)C=O,-909.211541293,-909.278994293,-909.483323293,-909.230845293,-909.212485293
NC(N)(N)NCNC=O,-469.79712401,-469.84201201,-469.98099101,-469.80788301,-469.79806801
C=C=NC1CCCNN1,-399.264714895,-399.307673895,-399.446908895,-399.27418289499997,-399.265658895
CN=CN(C)C(C=O)N(C)N,-531.029813883,-531.082851883,-531.257206883,-531.043848883,-531.030758883
NC(=O)C(CC1NCN1)=NC1=NC=CN=C1,-753.658526546,-753.715423546,-753.896716546,-753.673398546,-753.659471546
N#CCOC1=CC=NO1,-452.712363838,-452.754835838,-452.809998838,-452.720974838,-452.713307838
CON(C)C(C)O,-364.046567157,-364.089471157,-364.213590157,-364.056342157,-364.04751215699997
CNC(C)(CO)C(O)CCOOC,-671.588999798,-671.646420798,-671.887426798,-671.6051107979999,-671.5899437979999
CC(C)C(C)O,-272.83653578499997,-272.876512785,-273.010090785,-272.845380785,-272.83747978499997
N=CC(N)(O)CO,-378.96634633,-379.00660433,-379.09963633,-378.97504033,-378.96729033
CC(C)(C)N(O)O,-364.02293517199996,-364.064346172,-364.188521172,-364.032544172,-364.02387917199997
C=CON,-209.04265328399998,-209.07569228399998,-209.121663284,-209.048537284,-209.04359828399998
NC(=O)CC1=CN=CN=C1,-472.222249972,-472.267911972,-472.363796972,-472.232089972,-472.223193972
O=CNC(=O)CNCN1CNC1,-605.1014291260001,-605.152208126,-605.313932126,-605.1141671260001,-605.1023731260001
N=CC=NON=O,-392.488593142,-392.528756142,-392.559241142,-392.49682014200005,-392.489537142
O=CNC(=O)OC1CC(=NC2CCCNN2)C1,-835.085975868,-835.151132868,-835.376079868,-835.103336868,-835.086919868
C=C(O)CNC(=O)O,-436.99054456700003,-437.03262256700003,-437.118071567,-436.999618567,-436.99148956700003
C=C(C(C)CN(C=O)C=O)C(C)(O)CNC,-766.109270536,-766.1740605360001,-766.438341536,-766.1281755360001,-766.1102145360001
CN=NCC(C#N)C=N,-414.129089691,-414.175423691,-414.273840691,-414.13988969099995,-414.130034691
CCC#N,-171.99212725,-172.02439825,-172.07202325,-171.99773225,-171.99307125
C=NCC(CC(O)N=C)NON=C,-644.256327102,-644.313745102,-644.494413102,-644.271375102,-644.257272102
C=C(C)CC1=COC=N1,-401.961969629,-402.00592962900004,-402.119185629,-401.971425629,-401.962913629
C=NCNNNON1CCN1,-562.956942977,-563.007822977,-563.161389977,-562.969300977,-562.957887977
CC(CC(N)=O)=NC(=O)NNC1C=CC=C1,-758.700149417,-758.761706417,-758.959713417,-758.716833417,-758.701094417
CC(=N)OC(O)(OOC1=CON=C1)C(=O)O,-907.35562608,-907.41710608,-907.53720608,-907.37221308,-907.35657108
CNC,-135.075513189,-135.106255189,-135.173025189,-135.08082918899999,-135.076457189
CC(=O)N(C=O)C=C(C)N,-494.476322503,-494.526360503,-494.650048503,-494.488688503,-494.477266503
COC=NC=O,-322.427399833,-322.46477783299997,-322.518539833,-322.434670833,-322.428343833
CN=C(CN1CCCCN1)NC(=NN)NN(C(C)=O)C(C)=O,-1059.77652376,-1059.85441076,-1060.19161876,-1059.80073076,-1059.77746776
CNC(=N)CCNN,-378.45466627300004,-378.500182273,-378.643997273,-378.46525127300004,-378.45561027300005
C=NC=O,-207.91098885,-207.94270785,-207.96581285,-207.91622884999998,-207.91193285
C=C(CC1CCOO1)NN,-495.50275851500004,-495.54943351500003,-495.702086515,-495.513706515,-495.50370251500004
C=CN(NCO)C(=O)NC,-511.678913921,-511.728555921,-511.866427921,-511.691182921,-511.679857921
C=CC=C(N)CN,-305.877792561,-305.91938156099997,-306.035816561,-305.886988561,-305.878736561
CC(CC1=NC=CN1)C(C)(COC=O)C(=O)O,-839.010916767,-839.0735757670001,-839.300310767,-839.028660767,-839.011860767
C=NOC(C)(C#N)C(=O)O,-529.141157893,-529.188742893,-529.265840893,-529.1524818930001,-529.142101893
CN=CC=CNNC1=CN=CC=N1,-584.9644005270001,-585.017725527,-585.170726527,-584.977737527,-584.9653455270001
C=NC(C)=COC=O,-399.79499368800003,-399.83855768800004,-399.920495688,-399.804555688,-399.79593768800004
CN=NON=C(C=NN)CC1=CC=NC=N1,-769.5830498729999,-769.645737873,-769.804843873,-769.5996658729999,-769.5839938729999
CCC(=O)C(=O)CC1=CC=NO1,-590.4907307809999,-590.543669781,-590.664523781,-590.503391781,-590.4916747809999
CN(C)C(=O)CC(=O)C(=O)OC(=O)CNC=O,-910.884643525,-910.9523945249999,-911.123318525,-910.903753525,-910.8855875249999
ON=CN=CC(C=NO)=CN1CCNCC1,-775.797026327,-775.859189327,-776.068424327,-775.814019327,-775.797970327
CNC(=O)NN(C=N)C(NC=O)C(N)=O,-789.905907431,-789.9667494309999,-790.136496431,-789.922731431,-789.906851431
CC(=O)NONC=CC=CC(=O)O,-682.909195667,-682.963521667,-683.099601667,-682.923508667,-682.910139667
CN=C(C)NC=N,-321.949160452,-321.99115745200004,-322.094329452,-321.958313452,-321.950104452
C=CC(C)CON=CC,-404.280789493,-404.329891493,-404.482807493,-404.292763493,-404.281733493
CC(O)=NCN=O,-377.705767404,-377.74683240400003,-377.812516404,-377.714414404,-377.70671140400003
NCC1=CN=CO1,-340.64656889,-340.68427089,-340.75781589,-340.65378589,-340.64751289000003
NN=CN1CCCNC1,-416.54266692,-416.58630092,-416.73879592,-416.55250192,-416.54361192
CC(=O)NCC12OC3(COC=O)C1=C23,-703.645916525,-703.706080525,-703.829988525,-703.661215525,-703.646861525
CCC(C)(CN1CCOC1)N(N)CC(=N)NC,-782.803091321,-782.869246321,-783.200955321,-782.822934321,-782.804035321
ONN=CC1=CN=CN1,-450.065581136,-450.10771613599996,-450.188246136,-450.074544136,-450.066525136
C=C(CCN(C)C=O)NN(C)C=O,-628.343075205,-628.4003772049999,-628.595244205,-628.358519205,-628.344019205
CN(C)C(=O)OCN(C=O)NC1COCN1,-834.1498116299999,-834.2111066299999,-834.43429863,-834.16698563,-834.1507566299999
CC=NCCC#N,-304.69608279700003,-304.737782797,-304.828950797,-304.704962797,-304.697026797
O=C1NCC(=O)C(=O)N1,-489.969060491,-490.010460491,-490.068138491,-489.977587491,-489.970004491
COCC1(CN=O)NC1(O)C(C)C,-649.3193878889999,-649.376655889,-649.580546889,-649.3352358889999,-649.3203328889999
CC(=N)CN=NO,-357.81956890699996,-357.86115290699996,-357.939137907,-357.828366907,-357.82051290699997
C=C(C=CC)C(=N)N,-343.969425217,-344.013075217,-344.132135217,-343.97942621699997,-343.970369217
CC(=N)C=CCC=N,-343.96263695799996,-344.00771295799996,-344.125522958,-343.972718958,-343.96358095799997
N=CN(N)CC(N)=O,-413.228525426,-413.272009426,-413.369277426,-413.238151426,-413.229469426
C=C(OCN=C=O)C(O)C#CC1=CC=NN1,-776.125117441,-776.185780441,-776.325645441,-776.141202441,-776.126061441
C=C(CC(C)=NO)OC(C)NCON=CC,-782.0385999829999,-782.104794983,-782.353194983,-782.0580039829999,-782.0395439829999
CON(O)CC(O)O,-475.17437956199996,-475.217640562,-475.323483562,-475.184221562,-475.17532356199996
CC(C#N)OC(=N)NC1=CC=NO1,-640.797383867,-640.850938867,-640.966736867,-640.810617867,-640.798327867
CC(C#N)(N=O)C(=O)O,-489.84554219700004,-489.891447197,-489.940338197,-489.856044197,-489.846486197
C=C(C(C)O)C(C)(C)N,-405.536736947,-405.582671947,-405.764401947,-405.548176947,-405.537681947
C=CC(=CO)OC(=O)NC,-514.336290355,-514.385996355,-514.498567355,-514.3480983549999,-514.337235355
CNC(=O)CC(=O)CCC1CCCOO1,-746.645193922,-746.7068229219999,-746.933343922,-746.661844922,-746.646137922
O=C(O)C(=O)C=CO,-455.659660026,-455.702155026,-455.750476026,-455.668541026,-455.660604026
CN=CN(C)NC(=CN(C)N)CCNC,-684.295711986,-684.364117986,-684.643443986,-684.315451986,-684.296655986
NC(C=CC1=CN=CO1)=CC(N)=NC1COCN1,-852.110322789,-852.174246789,-852.396480789,-852.127603789,-852.111267789
CCN(COC(C)=O)NC1=CN=CO1,-702.3754828059999,-702.433768806,-702.609758806,-702.390765806,-702.3764268059999
CC(C)N(C)C(=O)O,-402.24918123599997,-402.294064236,-402.423907236,-402.259573236,-402.25012623599997
O=C=CC(O)C(=O)O,-455.652298617,-455.695369617,-455.742647617,-455.66137761699997,-455.653242617
CC(C)C=NC1CNCOC1,-498.96087473999995,-499.01215673999997,-499.21487374,-498.97330674,-498.96181873999996
C=C(CC)NC1=CNN=C1,-437.408713538,-437.456292538,-437.597039538,-437.419818538,-437.409657538
CC=COCC(N)=O,-401.01759613,-401.06365513000003,-401.16794713,-401.02791913000004,-401.01854013
CC(=O)CN(C(=O)OC(=N)N)C(C)C,-703.6393227770001,-703.700979777,-703.896458777,-703.656191777,-703.640266777
CC(=N)C(C)C=N,-305.886969423,-305.929164423,-306.043693423,-305.896247423,-305.887913423
COC(O)C=O,-343.501003676,-343.539656676,-343.602590676,-343.508877676,-343.501947676
CC(=O)ONN(C)C(=O)C(=O)NN(C)C=O,-868.861615015,-868.930849015,-869.093956015,-868.880599015,-868.862559015
CNC1(C)NO1,-303.67343947499995,-303.71148447499996,-303.799916475,-303.681188475,-303.67438347499996
CN=C(C)C=CN(C=O)ON=C=O,-661.785654008,-661.844783008,-661.962537008,-661.800964008,-661.786598008
N=C(O)CC1CCNNC1,-475.734464049,-475.780750049,-475.948398049,-475.745077049,-475.735408049
CN=C(C)NC(N)=NN,-432.62339030000004,-432.6721413,-432.8052213,-432.63529830000004,-432.62433430000004
C=C(O)N(CN=C=O)N(C)CNC=O,-718.431518808,-718.4892998079999,-718.654321808,-718.4469778079999,-718.432462808
