smi,h,f,spe
C=C=CON=CC,-324.590728,-324.632929,-324.708808
CN=C(N)OOC=O,-453.070699,-453.114885,-453.183673
N=NOOC(=CNC=O)CC=O,-659.802738,-659.856644,-659.950231
C=C=CNC=O,-285.373717,-285.411144,-285.464401
N=NOOC=O,-374.399084,-374.436417,-374.450851
CC=NOOOC(=COC)CC=O,-704.037138,-704.101036,-704.234013
C=C=COC,-231.172031,-231.207586,-231.267897
CC=NOOOC=O,-472.82782,-472.872806,-472.925199
O=CCC(=CC1CCNCO1)OOC=NO,-836.86811,-836.932166,-837.124337
C=C=CC1CCNCO1,-403.24267,-403.286023,-403.42423
O=COOC=NO,-433.595629,-433.635548,-433.665807
CC=NOOC(=CC(C)=NC)CC=O,-686.393101,-686.456874,-686.633644
C=C=CC(C)=NC,-288.697156,-288.739136,-288.839715
CC=NOOC=O,-397.661825,-397.703663,-397.755539
C=NC=C(CC=O)OOC(=O)OC,-702.981543,-703.038276,-703.157161
C=C=CN=C,-210.087462,-210.121999,-210.170916
COC(=O)OOC=O,-492.862906,-492.90572,-492.951661
CNC=C(CC=O)OOOC,-590.747639,-590.803893,-590.93558
C=C=CNC,-211.292412,-211.328372,-211.400953
COOOC=O,-379.404444,-379.443051,-379.479516
COC=C(CC=O)OON(C(C)=O)C(C)=O,-856.822012,-856.889828,-857.061014
CC(=O)N(OOC=O)C(C)=O,-625.602805,-625.655017,-625.742299
NC=C(CC=O)OOC1CCNCN1,-703.700526,-703.758087,-703.959091
C=C=CN,-172.000112,-172.032587,-172.079132
O=COOC1CCNCN1,-531.659959,-531.70454,-531.835618
CC(=O)OC=C(CC=O)OOC=O,-722.902392,-722.96223,-723.066195
C=C=COC(C)=O,-344.556156,-344.598953,-344.662958
CC(=O)C=C(CC=O)OOC(=O)N(C)C,-781.621766,-781.68622,-781.857944
C=C=CC(C)=O,-269.311761,-269.350538,-269.412748
CN(C)C(=O)OOC=O,-512.278269,-512.325982,-512.409008
O=CCC(=CC(=O)O)OOC1CNCOC1,-856.850891,-856.911428,-857.096174
C=C=CC(=O)O,-305.276525,-305.313366,-305.354599
O=COOC1CNCOC1,-551.537396,-551.5826,-551.700199
COC(=O)C=C(CC=O)OOC1CCOCO1,-916.031868,-916.09877,-916.293736
C=C=CC(=O)OC,-344.563214,-344.604007,-344.670723
O=COOC1CCOCO1,-571.435944,-571.480162,-571.586096
CC(=O)N(C=O)OOC(=CN=C=O)CC=O,-870.5098,-870.576144,-870.690255
C=C=CN=C=O,-284.175911,-284.213044,-284.2429
CC(=O)N(C=O)OOC=O,-586.293265,-586.34266,-586.403372
CNC(=O)OOC(=CC1=NOC=C1)CC=O,-834.558775,-834.621202,-834.766937
C=C=CC1=NOC=C1,-361.532932,-361.572231,-361.635396
CNC(=O)OOC=O,-472.987194,-473.031619,-473.088608
O=CCC(=CNC=O)OOC1NN1,-699.109028,-699.164619,-699.287217
O=COOC1NN1,-413.696868,-413.735339,-413.78054
O=CCC(=CC1=NOC=C1)OOC1=NOC=C1,-871.379322,-871.441465,-871.569077
O=COOC1=NOC=C1,-509.816577,-509.858295,-509.899753
CC(=O)N(OOC(=CN1CO1)CC=O)C(C)=O,-910.904765,-910.972459,-911.137242
C=C=CN1CO1,-285.256374,-285.293035,-285.345362
C#CC(C)C,-195.242277,-195.278199,-195.362278
CC(=O)N(C=O)NNC=CN(C(C)=O)C(C)=O,-871.327267,-871.394147,-871.589711
CC(=O)N(C=O)NNC(=CC=CN(C(C)=O)C(C)=O)C(C)C,-1066.624861,-1066.710131,-1067.011677
O=COC(=O)NNC=CC1CCCOO1,-797.65349,-797.71205,-797.881373
CC(C)C(=CC=CC1CCCOO1)NNC(=O)OC=O,-992.957059,-993.029092,-993.309542
C#CC(C)(C)N=NC,-343.998002,-344.042293,-344.157749
NNC=CC1=COC=N1,-434.180164,-434.222692,-434.315572
CN=NC(C)(C)C(=CC=CC1=COC=N1)NN,-778.255075,-778.320466,-778.555629
C#CC(C)(C)ON=CC,-403.193971,-403.240169,-403.370162
NNC=CC=NO,-357.918088,-357.959406,-358.040082
CC=NOC(C)(C)C(=CC=CC=NO)NN,-761.175927,-761.243646,-761.479159
C#CC(C)(C)C=NO,-363.888849,-363.932512,-364.036953
N#CC=CNN,-281.529277,-281.567438,-281.622298
CC(C)(C=NO)C(=CC=CC#N)NN,-645.483362,-645.542672,-645.729892
COC(=O)C=CNN,-417.178517,-417.222082,-417.318873
COC(=O)C=CC=C(NN)C(C)(C)C=NO,-781.129416,-781.195777,-781.422423
CC(C)=NOC=CNNC1=NC=CN1,-661.554267,-661.613327,-661.789074
CC(C)=NOC=CC=C(NNC1=NC=CN1)C(C)C,-856.864137,-856.936965,-857.223462
C#CC(C)(C)O,-270.485075,-270.523453,-270.609986
N=CC=CNN,-282.714643,-282.752878,-282.831498
CC(C)(O)C(=CC=CC=N)NN,-553.247714,-553.303129,-553.494092
C#CC(C)(C)C1COCN1,-442.53118,-442.578034,-442.742141
C=CNNN,-244.576043,-244.6118,-244.686381
C=CC=C(NNN)C(C)(C)C1COCN1,-687.160099,-687.219804,-687.486816
C#CC(C)(C)C(=O)N(C)C,-442.558834,-442.609503,-442.7678
CN(C=O)C=CNN,-397.272239,-397.316127,-397.424431
CN(C=O)C=CC=C(NN)C(C)(C)C(=O)N(C)C,-839.895636,-839.966118,-840.261882
C#CC(C)(C)C1CON1,-403.156269,-403.201113,-403.335783
NNC=CC1=NOC=C1,-434.149453,-434.192813,-434.284239
CC(C)(C(=CC=CC1=NOC=C1)NN)C1CON1,-837.356947,-837.423378,-837.676329
C#CC(C)(C)C1=COC=N1,-440.160331,-440.205428,-440.322724
CC(C)(C(=CC=CC1=NOC=C1)NN)C1=COC=N1,-874.360037,-874.426661,-874.662404
C(=CC1=CC=NN=C1)NNC1CNOC1,-699.614975,-699.671628,-699.858262
CC(C)C(=CC=CC1=CC=NN=C1)NNC1CNOC1,-894.922594,-894.994799,-895.290589
C#CC(C)(C)N(C(C)=O)C(C)=O,-555.926446,-555.980828,-556.145574
C=CNNC(=N)N(C)C,-416.664995,-416.713009,-416.858159
C=CC=C(NNC(=N)N(C)C)C(C)(C)N(C(C)=O)C(C)=O,-972.655413,-972.734339,-973.073056
CC(=N)C(C(=O)OCC(=O)NC(C)=O)N(C=O)C=O,-1004.661177,-1004.732943,-1004.923976
CC(=O)NC(=O)CONC1(C)C(=O)C1N(C=O)C=O,-1004.529726,-1004.59879,-1004.790955
CN=CCOC(=O)CC(=N)CN(C=O)C(C)=O,-855.293695,-855.361903,-855.568801
CN=CCONC1(CN(C=O)C(C)=O)CC1=O,-855.165456,-855.230479,-855.437995
CC(=O)NC(=O)COC(=O)CC(=N)CC(=O)O,-911.196599,-911.259655,-911.43627
CC(=O)NC(=O)CONC1(CC(=O)O)CC1=O,-911.078175,-911.142076,-911.315899
CC(=N)C(C(=O)OCN(C=O)C(C)=O)C(=O)N(C)C,-969.875858,-969.949744,-970.186896
CC(=O)N(C=O)CONC1(C)C(=O)C1C(=O)N(C)C,-969.75779,-969.832878,-970.066631
CC(=N)C(C(=O)OCC1=CC=NN1)N(C=O)C(C)=O,-947.576066,-947.645312,-947.852882
CC(=O)N(C=O)C1C(=O)C1(C)NOCC1=CC=NN1,-947.445771,-947.513361,-947.720717
CC(=O)OC(=O)CC(=N)CC(=O)OCC1NN1,-891.193929,-891.258709,-891.444858
CC(=O)OC(=O)CC1(NOCC2NN2)CC1=O,-891.067942,-891.133535,-891.316868
CN=CNC(C(C)=N)C(=O)OCC(N)=NC,-777.387389,-777.454419,-777.681409
CN=CNC1C(=O)C1(C)NOCC(N)=NC,-777.251386,-777.31307,-777.544215
COC(=O)C(N=O)C(=N)CN(C)C=N,-718.586678,-718.6466,-718.807496
CONC1(CN(C)C=N)C(=O)C1N=O,-718.46559,-718.524408,-718.684469
COC(=O)C(N=CN)C(=N)CN,-605.322109,-605.379203,-605.533955
CONC1(CN)C(=O)C1N=CN,-605.19213,-605.24639,-605.402246
CN=CN(C)C(C(C)=N)C(=O)OCOC,-743.090433,-743.154671,-743.377448
CN=CN(C)C1C(=O)C1(C)NOCOC,-742.967014,-743.031454,-743.252065
CN=C(CC(=N)C(C(=O)OC)C(=O)OC=O)N(C)C,-969.819388,-969.890996,-970.129217
CN=C(CC1(NOC)C(=O)C1C(=O)OC=O)N(C)C,-969.711265,-969.781649,-970.019905
COC(=O)C(C(=N)CN(C)C(C)=O)N(C)C=N,-836.58755,-836.656073,-836.899653
CONC1(CN(C)C(C)=O)C(=O)C1N(C)C=N,-836.463675,-836.53497,-836.773647
N=C(N)COC(=O)CC(=N)CC1=CC=NN1,-775.021656,-775.079591,-775.271579
N=C(N)CONC1(CC2=CC=NN2)CC1=O,-774.891115,-774.948518,-775.138131
CN(C=N)COC(=O)CC(=N)CN1CNC1,-777.333576,-777.395186,-777.62931
CN(C=N)CONC1(CN2CNC2)CC1=O,-777.21381,-777.277524,-777.507668
COC(=O)C(N=C(C)N)C(=N)CC(=N)N,-738.11792,-738.180318,-738.383447
CONC1(CC(=N)N)C(=O)C1N=C(C)N,-737.981813,-738.044706,-738.245212
C=NOCOC(=O)CC(=N)CN=CN,-718.623535,-718.682808,-718.845133
C=NOCONC1(CN=CN)CC1=O,-718.487939,-718.546609,-718.707298
CC(=N)C(N=C(C)N)C(=O)OCN(C)C,-723.233041,-723.298234,-723.53244
CC(N)=NC1C(=O)C1(C)NOCN(C)C,-723.101323,-723.16615,-723.398873
CN=C(N)CC(=N)CC(=O)OCC(C)=O,-741.943249,-742.006419,-742.20669
CN=C(N)CC1(NOCC(C)=O)CC1=O,-741.811595,-741.873481,-742.072488
CN=C(C(C(=N)CC(=O)N(C)C)C(=O)OC)N(C)C,-915.172655,-915.248364,-915.544094
CN=C(C1C(=O)C1(CC(=O)N(C)C)NOC)N(C)C,-915.042823,-915.118355,-915.411661
CC(=N)C(C(=O)OCC1=CC=NO1)N(C)C=N,-834.145311,-834.211906,-834.409673
CN(C=N)C1C(=O)C1(C)NOCC1=CC=NO1,-834.020841,-834.084739,-834.283604
COC(=O)C(C(=N)CNC=N)C1CNCNC1,-816.679164,-816.744385,-817.007879
CONC1(CNC=N)C(=O)C1C1CNCNC1,-816.547934,-816.613931,-816.873986
CC(=O)N(CC(=N)CC(=O)OCON=C(C)C)C(C)=O,-1009.128736,-1009.203043,-1009.467521
CC(=O)N(CC1(NOCON=C(C)C)CC1=O)C(C)=O,-1009.003397,-1009.077422,-1009.340281
CC=NOCC(=N)CC(=O)OCC=NO,-777.768574,-777.82951,-778.006862
CC=NOCC1(NOCC=NO)CC1=O,-777.632742,-777.693874,-777.868385
CC=NCC(=N)C(C(=O)OC)C(C)=NO,-741.866689,-741.930979,-742.128972
CC=NCC1(NOC)C(=O)C1C(C)=NO,-741.744438,-741.809098,-742.004783
C=NOCC(=N)C(C(N)=O)C(=O)OC,-738.534124,-738.595116,-738.743534
C=NOCC1(NOC)C(=O)C1C(N)=O,-738.414547,-738.473709,-738.622538
N=C(CC=NO)CC(=O)OCC1=CN=CC=N1,-832.959075,-833.019284,-833.200697
O=C1CC1(CC=NO)NOCC1=CN=CC=N1,-832.834854,-832.897399,-833.073931
CC(CC(=N)CC(=O)OCC#N)=NO,-701.387296,-701.446153,-701.59691
CC(CC1(NOCC#N)CC1=O)=NO,-701.268699,-701.323054,-701.477068
C=NOC(C(C)=N)C(=O)OCOO,-720.197674,-720.255592,-720.386525
C=NOC1C(=O)C1(C)NOCOO,-720.066467,-720.121693,-720.253568
CC(C)=NOCOC(=O)CC(=N)CC(N)=O,-817.167446,-817.231826,-817.436783
CC(C)=NOCONC1(CC(N)=O)CC1=O,-817.045623,-817.108405,-817.312586
CC(=N)C(C(=O)OCC(C)=NO)C1C=CC=C1,-802.015428,-802.081064,-802.302325
CC(CONC1(C)C(=O)C1C1C=CC=C1)=NO,-801.885583,-801.951859,-802.170383
CC=NOCOC(=O)C(C(C)=N)C1CCOCO1,-915.596879,-915.66534,-915.913862
CC=NOCONC1(C)C(=O)C1C1CCOCO1,-915.475195,-915.543623,-915.790766
CC(C)=NCC(=N)CC(=O)OC(N)N,-683.937116,-683.997906,-684.207763
CC(C)=NCC1(NOC(N)N)CC1=O,-683.806674,-683.867858,-684.074453
COC(=O)C(OC(C)=O)C(=N)CN,-684.423171,-684.483171,-684.639214
CONC1(CN)C(=O)C1OC(C)=O,-684.287791,-684.346967,-684.502024
CNCC(=N)CC(=O)OCC(N)=O,-664.544897,-664.601981,-664.774716
CNCC1(NOCC(N)=O)CC1=O,-664.415506,-664.472082,-664.642524
C=NCOC(=O)C(C(C)=N)C1=CN=CO1,-739.517237,-739.576461,-739.734016
C=NCONC1(C)C(=O)C1C1=CN=CO1,-739.392298,-739.445098,-739.607662
CC(=N)C(C(=O)OCC#N)C1COCCO1,-799.892989,-799.955357,-800.151989
CC1(NOCC#N)C(=O)C1C1COCCO1,-799.765136,-799.826309,-800.02249
C=NCOC(=O)C(C(C)=N)C(C)=N,-627.358841,-627.417792,-627.586489
C=NCONC1(C)C(=O)C1C(C)=N,-627.23187,-627.289952,-627.457306
CN(C)CC(=N)CC(=O)OCC(=O)O,-723.719971,-723.779445,-723.965098
CN(C)CC1(NOCC(=O)O)CC1=O,-723.5902,-723.647513,-723.833208
CC(=N)COC(=O)CC(=N)CN(C)C=O,-741.937907,-742.001369,-742.201972
CC(=N)CONC1(CN(C)C=O)CC1=O,-741.806689,-741.867446,-742.068019
CNCC(=N)C(C(=O)OC)C1CCNN1,-723.171315,-723.233147,-723.474014
CNCC1(NOC)C(=O)C1C1CCNN1,-723.055693,-723.117262,-723.35709
N=C(CC(=O)OCC(=O)O)CC1=CN=CN=C1,-852.936551,-852.995336,-853.167385
O=C(O)CONC1(CC2=CN=CN=C2)CC1=O,-852.807422,-852.867636,-853.035414
N=C(CC(=O)OCO)CC1CCOCO1,-782.889458,-782.946393,-783.155956
O=C1CC1(CC1CCOCO1)NOCO,-782.766564,-782.823064,-783.030305
COOCOC(=O)CC(=N)CO,-666.092674,-666.149166,-666.288958
COOCONC1(CO)CC1=O,-665.971586,-666.025441,-666.166165
CC(=O)CC(=N)CC(=O)OCNC(C)=O,-761.86339,-761.926812,-762.114865
CC(=O)CC1(NOCNC(C)=O)CC1=O,-761.734619,-761.795731,-761.983488
CC(=N)C(C(=O)OCC(C)=O)C1=CN=CN1,-778.866017,-778.929197,-779.112528
CC(=O)CONC1(C)C(=O)C1C1=CN=CN1,-778.741087,-778.801315,-778.986108
N=C(CC(=O)OCO)CN1CCOCC1,-762.990796,-763.04852,-763.268619
O=C1CC1(CN1CCOCC1)NOCO,-762.869663,-762.926547,-763.145517
COC(=O)C(C(=N)CNC(C)=O)C(=O)OC(C)=O,-950.481859,-950.552673,-950.749848
CONC1(CNC(C)=O)C(=O)C1C(=O)OC(C)=O,-950.358487,-950.427498,-950.624979
COC(=O)C(C(=N)CC1=CN=CN1)N(C)C(C)=O,-873.526957,-873.592108,-873.822708
CONC1(CC2=CN=CN2)C(=O)C1N(C)C(C)=O,-873.406074,-873.471447,-873.699918
COC(=O)C(C(=N)CN1CCCOC1)C(=O)N(C)C,-935.061254,-935.132774,-935.422702
CONC1(CN2CCCOC2)C(=O)C1C(=O)N(C)C,-934.939397,-935.009466,-935.298862
CC(=N)C(N=C=O)C(=O)OCC1=CN=CN=C1,-831.839484,-831.903073,-832.058087
CC1(NOCC2=CN=CN=C2)C(=O)C1N=C=O,-831.708791,-831.772186,-831.925599
N=C(CNC=O)CC(=O)OCC1CCCOO1,-876.297091,-876.358984,-876.58622
O=CNCC1(NOCC2CCCOO2)CC1=O,-876.164297,-876.22767,-876.450451
CC(=N)C(C(=O)OCC1=COC=N1)C1CCNOC1,-932.6223,-932.689599,-932.936302
CC1(NOCC2=COC=N2)C(=O)C1C1CCNOC1,-932.49607,-932.562856,-932.807975
CC(=N)C(C(=O)OCC1=NC=CO1)C1CCOCN1,-932.672616,-932.739311,-932.987716
CC1(NOCC2=NC=CO2)C(=O)C1C1CCOCN1,-932.545538,-932.611077,-932.858525
CC(=O)OC(=O)COC(=O)CC(=N)CC1=NC=CC=N1,-1005.606058,-1005.67431,-1005.876472
CC(=O)OC(=O)CONC1(CC2=NC=CC=N2)CC1=O,-1005.474132,-1005.54509,-1005.741818
CC(=N)C(C(=O)OCN1CNC1)C1NCCN1,-816.633944,-816.696999,-816.96181
CC1(NOCN2CNC2)C(=O)C1C1NCCN1,-816.498297,-816.56335,-816.823763
CC(=O)N(C=O)COC(=O)CC(=N)CC1OCCCO1,-1029.041238,-1029.110246,-1029.37179
CC(=O)N(C=O)CONC1(CC2OCCCO2)CC1=O,-1028.920677,-1028.988742,-1029.248748
CC(=O)N(C=O)CC(=N)CC(=O)OCN(C(C)=O)C(C)=O,-1083.261712,-1083.337818,-1083.584202
CC(=O)N(C=O)CC1(NOCN(C(C)=O)C(C)=O)CC1=O,-1083.132671,-1083.207233,-1083.452847
NCC(=NC(=O)OC=O)C(=O)NC=NO,-828.652051,-828.714075,-828.831107
C=C=NC(=O)OC=O,-434.688692,-434.730984,-434.765619
NC(=O)NC=NO,-393.956389,-393.996592,-394.054463
CC(=NO)NC(=O)C(CN)=NNC=N,-714.789905,-714.85037,-715.013504
C=C=NNC=N,-281.498461,-281.536331,-281.589255
CC(=NO)NC(N)=O,-433.2626,-433.305006,-433.388914
N=NN=C(CN)C(=O)NN,-522.803779,-522.853736,-522.955965
C=C=NN=N,-242.169997,-242.204768,-242.229074
NNC(N)=O,-280.614658,-280.649713,-280.702202
CN=C(NC(=O)C(CN)=NC(N)=O)N(C)C,-793.466383,-793.53294,-793.749294
C=C=NC(N)=O,-301.459283,-301.498018,-301.53785
CN=C(NC(N)=O)N(C)C,-491.989678,-492.03907,-492.188998
CC(C)=NON=C(CN)C(=O)NN=CN,-754.034706,-754.100337,-754.285948
C=C=NON=C(C)C,-379.92421,-379.969625,-380.058905
NC=NNC(N)=O,-374.084927,-374.126297,-374.195097
CC(N)=NN=C(CN)C(=O)N(N)N,-656.782593,-656.84298,-657.01256
C=C=NN=C(C)N,-320.822383,-320.864103,-320.941926
NC(=O)N(N)N,-335.94421,-335.982563,-336.049476
CN(C)C(=N)N=C(CN)C(=O)NOO,-735.78989,-735.850763,-736.023169
C=C=NC(=N)N(C)C,-360.127614,-360.173727,-360.277271
NC(=O)NOO,-375.647869,-375.686253,-375.725289
CC(N)=NN=C(CN)C(=O)NC1=CN=CO1,-791.052374,-791.114513,-791.288714
NC(=O)NC1=CN=CO1,-470.205597,-470.246092,-470.315538
C=NON=C(CN)C(=O)NC(C)=NO,-734.594559,-734.656499,-734.803326
C=C=NON=C,-301.308796,-301.346578,-301.384299
COC(=O)NC(=O)C(CN)=NN=O,-715.26534,-715.323423,-715.433292
C=C=NN=O,-262.040355,-262.075794,-262.086569
COC(=O)NC(N)=O,-453.223464,-453.266443,-453.339648
C=NONC(=O)C(CN)=NC1COOC1,-793.706587,-793.768695,-793.93332
C=C=NC1COOC1,-399.809068,-399.851065,-399.934423
C=NONC(N)=O,-393.881125,-393.921186,-393.976659
CN(C)C(=O)N=C(CN)C(=O)NN=O,-734.682283,-734.743433,-734.891665
C=C=NC(=O)N(C)C,-380.043103,-380.088634,-380.180655
NC(=O)NN=O,-354.632637,-354.669456,-354.699659
CN(C)N=C(CN)C(=O)NC#N,-584.203207,-584.258321,-584.403
C=C=NN(C)C,-266.629858,-266.668379,-266.755069
N#CNC(N)=O,-317.551587,-317.588688,-317.62025
CC(C)=NNC(=O)C(CN)=NC(=O)N(C)C,-777.388069,-777.455731,-777.681666
CC(C)=NNC(N)=O,-397.321017,-397.364347,-397.471833
CC=NN=C(CN)C(=O)NN(C)C,-624.672132,-624.732304,-624.924118
C=C=NN=CC,-265.440578,-265.481234,-265.541542
CN(C)NC(N)=O,-359.199601,-359.240984,-359.344948
NCC(=NC1NO1)C(=O)NN,-581.97247,-582.024095,-582.143177
C=C=NC1NO1,-301.335848,-301.372482,-301.413509
NCC(=NC=O)C(=O)NOC=O,-659.92966,-659.982507,-660.079539
C=C=NC=O,-246.070201,-246.104988,-246.129983
NC(=O)NOC=O,-413.843691,-413.884242,-413.928633
CONC(=O)C(CN)=NN(C)C=O,-680.488084,-680.545739,-680.704352
C=C=NN(C)C=O,-340.702374,-340.74357,-340.809594
CONC(N)=O,-339.76312,-339.801509,-339.866278
NCC(=NC1=CN=CO1)C(=O)NC(=O)O,-791.569828,-791.627145,-791.752431
C=C=NC1=CN=CO1,-377.632408,-377.671266,-377.723317
NC(=O)NC(=O)O,-413.936862,-413.975705,-414.023543
NCC(=NC1=CNN=C1)C(=O)NC(N)=O,-751.8008,-751.857897,-752.009091
C=C=NC1=CNN=C1,-357.738696,-357.778058,-357.842628
NC(=O)NC(N)=O,-394.047771,-394.086996,-394.145633
NCC(=NN=C=O)C(=O)NC1CCNN1,-752.900309,-752.960997,-753.132598
C=C=NN=C=O,-300.204644,-300.241074,-300.258839
NC(=O)NC1CCNN1,-452.665173,-452.708805,-452.837663
CN(C=O)N=C(CN)C(=O)NC1CC1,-682.694511,-682.753276,-682.941644
NC(=O)NC1CC1,-341.96131,-342.002236,-342.095202
NCC(=NC1=NOC=C1)C(=O)NC1=CN=CC=N1,-866.062059,-866.123417,-866.288299
C=C=NC1=NOC=C1,-377.592477,-377.631865,-377.682829
NC(=O)NC1=CN=CC=N1,-488.449652,-488.492897,-488.579639
NCC(=NC1=CON=C1)C(=O)NC1CCOCO1,-909.384749,-909.44809,-909.658152
C=C=NC1=CON=C1,-377.590887,-377.630018,-377.681274
NC(=O)NC1CCOCO1,-531.775049,-531.820494,-531.952214
CC(=O)OC(=O)N=C(CN)C(=O)NC1=CNN=C1,-924.33995,-924.406515,-924.576165
C=C=NC(=O)OC(C)=O,-474.002705,-474.049161,-474.108883
NC(=O)NC1=CNN=C1,-450.311897,-450.354221,-450.436068
NCC(=NC1COCN1)C(=O)NN1CCCO1,-852.527043,-852.590496,-852.830431
C=C=NC1COCN1,-380.002445,-380.044033,-380.142
NC(=O)NN1CCCO1,-472.505595,-472.549065,-472.663643
C=CN=C,-172.012769,-172.044401,-172.091387
CC(C)=NONC(N)=O,-472.502238,-472.550818,-472.657097
C=NC(C)OC(=N)NON=C(C)C,-644.512479,-644.572358,-644.74949
C=NC(C)OC(=N)NOC,-511.77681,-511.826635,-511.961849
CN(C)C(=O)NC(N)=O,-472.630375,-472.676209,-472.787444
C=NC(C)OC(=N)NC(=O)N(C)C,-644.63517,-644.694878,-644.875063
NC(=O)NC1=CC=NC=N1,-488.460104,-488.503168,-488.590535
C=NC(C)OC(=N)NC1=CC=NC=N1,-660.46627,-660.520937,-660.678714
C=NC(C)OC(=N)NN=CN,-546.095244,-546.147362,-546.287959
C=NONC(=N)OC(C)N=C,-565.889906,-565.941055,-566.067893
CC(=O)NC(=O)CC(CN)=NNN=C=O,-772.817432,-772.87992,-773.034907
CC(=O)NC(=O)CC1(NNN=C=O)CN1,-772.792595,-772.854118,-773.009649
CN=CN(C)C(N)C(COO)=NN,-661.726608,-661.78487,-661.978217
CN=CN(C)C1NC1(COO)NN,-661.690782,-661.747267,-661.942852
CN=C(N)C(N)C(CN(C=O)C=O)=NN,-754.145467,-754.205558,-754.399291
CN=C(N)C1NC1(CN(C=O)C=O)NN,-754.110617,-754.169969,-754.364972
CC(=NNNC=N)C(N)C1CCON1,-679.963676,-680.021256,-680.236138
CC1(NNNC=N)NC1C1CCON1,-679.929497,-679.985952,-680.202532
C=NOC(N)C(C)=NNC(=O)NC,-660.603991,-660.663471,-660.831058
C=NOC1NC1(C)NNC(=O)NC,-660.572812,-660.629492,-660.800452
CNCC(CN)=NNN=O,-507.908181,-507.956606,-508.095827
CNCC1(NNN=O)CN1,-507.881528,-507.929576,-508.068884
NN=C(CC=NO)C(N)C1=CC=NC=N1,-715.739653,-715.798031,-715.971341
NNC1(CC=NO)NC1C1=CC=NC=N1,-715.705349,-715.761778,-715.937295
CC(=O)CC(=NN)C(N)OC(C)=O,-664.518708,-664.577639,-664.746493
CC(=O)CC1(NN)NC1OC(C)=O,-664.473682,-664.531255,-664.701507
CNC(=O)C(N)C(CC(C)=O)=NN,-644.631953,-644.690617,-644.873397
CNC(=O)C1NC1(CC(C)=O)NN,-644.592208,-644.649441,-644.833571
CC(=O)N(C)CC(CN)=NNN(C=O)C=O,-813.305215,-813.37102,-813.575305
CC(=O)N(C)CC1(NNN(C=O)C=O)CN1,-813.256082,-813.320912,-813.525441
CN(C=O)NN=C(CN)CC1CCOCO1,-798.404362,-798.46744,-798.712297
CN(C=O)NNC1(CC2CCOCO2)CN1,-798.368728,-798.429398,-798.676651
NN=C(CC1=CC=CC=C1)C(N)N1C=CN=C1,-740.013246,-740.071788,-740.294588
NNC1(CC2=CC=CC=C2)NC1N1C=CN=C1,-739.970387,-740.028946,-740.251692
NN=C(CC1=NC=CO1)C(N)C1COCN1,-776.138069,-776.196797,-776.412796
NNC1(CC2=NC=CO2)NC1C1COCN1,-776.09572,-776.156933,-776.37059
NN=C(CN1CNC1)C(N)C1CCOOC1,-778.391481,-778.453373,-778.711978
NNC1(CN2CNC2)NC1C1CCOOC1,-778.355572,-778.416684,-778.675892
CC(=O)NC(=O)C=NN,-471.384228,-471.429477,-471.517559
CC(=O)NCC(N)=O,-417.263061,-417.307318,-417.403075
CN=CN(C)C=NN,-377.376553,-377.422014,-377.539494
NC(=O)COO,-359.618866,-359.657632,-359.708855
CN=C(N)C=NN,-338.091563,-338.133265,-338.225591
NC(=O)CN=C=O,-376.752941,-376.79434,-376.839153
NC(=O)CC1CCCOO1,-515.633769,-515.679483,-515.821005
CC(C)=NOCC(N)=O,-456.450545,-456.498858,-456.617115
NN=CN1C=CN=C1,-375.004308,-375.043774,-375.121458
C=NOCC(N)=O,-377.865259,-377.906492,-377.973437
NN=CN1CCNCC1,-416.670132,-416.714327,-416.866228
NC(=O)C(N)N,-319.935584,-319.974132,-320.052991
NN=CC1COCN1,-397.253141,-397.294103,-397.406778
N=CCC(N)=O,-302.676937,-302.715692,-302.780888
NN=CN1CCCCN1,-416.650081,-416.692783,-416.846043
CC(=O)N(C)C=NN,-397.295518,-397.338894,-397.446801
NC(=O)COC=O,-397.829379,-397.868942,-397.927164
NC(=O)CC1=CC=NC=N1,-472.38285,-472.426899,-472.524725
NN=CN1CCNC1,-377.366118,-377.409001,-377.531803
NC(=O)CC1NCO1,-417.188061,-417.230285,-417.32846
NN=CC1CNCCN1,-416.669786,-416.711682,-416.866432
C=C,-78.567455,-78.593608,-78.622382
N=C(N)C(O)=CN1C=CN=C1,-527.694458,-527.741234,-527.853629
N=C(N)C(=CN1C=CN=C1)CCO,-606.282485,-606.336197,-606.50175
N=C(N)C(O)=CC1CCCCC1,-537.266297,-537.319025,-537.527027
N=C(N)C(=CC1CCCCC1)CCO,-615.862022,-615.919076,-616.183398
CC(=O)N(CC(O)NN(C=N)N(C)C=N)C(C)=O,-907.955666,-908.024662,-908.272931
CC(=O)N(CC(=O)NN(CN)N(C)C=N)C(C)=O,-907.978337,-908.047677,-908.296314
CC(C)=NOC=C(O)C(C#N)CC(=N)N,-720.781295,-720.845558,-721.032671
CC(C)=NOC=C=CCC(=N)N,-552.035781,-552.09233,-552.256635
N#CO,-168.677929,-168.705349,-168.703663
N#CC(CC=N)C(O)=CC1=CN=CN1,-643.19628,-643.250168,-643.397444
N=CCC=C=CC1=CN=CN1,-474.447581,-474.496139,-474.618139
CC(C)=NCC(C#N)C(O)=CNC=O,-665.476276,-665.536451,-665.710138
CC(C)=NCC=C=CNC=O,-496.728657,-496.783077,-496.931767
COOC=C(O)C(C#N)C(O)O,-664.874549,-664.928076,-665.046578
