ar,h,f,spe
MR_123876_0_2_1_4_3_2,-758.203983,-758.268455,-758.39017
MR_123876_0_30_3_6_3_4,-644.674762,-644.731765,-644.850247
MR_123876_0_31_3_5_4_7,-608.807138,-608.865811,-609.003283
MR_123876_0_32_3_3_5_6,-664.722896,-664.779942,-664.885021
MR_123876_0_33_3_2_6_4,-605.541665,-605.597057,-605.687535
MR_123876_0_34_3_2_7_8,-661.801722,-661.859646,-661.970984
MR_123876_0_35_3_1_8_44,-684.03355,-684.091675,-684.238207
MR_123876_0_36_3_6_3_3,-644.744497,-644.800115,-644.917416
MR_123876_0_39_3_6_6_8,-604.265438,-604.31939,-604.385167
MR_123876_0_3_1_7_4_1,-684.226351,-684.285896,-684.431319
MR_123876_0_42_4_12_4_3,-471.096097,-471.144664,-471.224157
MR_123876_0_44_4_5_6_6,-608.901214,-608.959468,-609.098536
MR_123876_0_45_4_3_7_12,-623.582602,-623.635997,-623.730598
MR_123876_0_49_4_3_6_1,-529.178119,-529.2271,-529.296677
MR_123876_0_50_4_12_7_6,-603.884683,-603.93882,-604.063506
MR_123876_0_51_4_9_8_55,-648.163608,-648.22291,-648.393379
MR_123876_0_52_5_12_5_6,-682.437654,-682.492337,-682.555368
MR_123876_0_54_5_12_7_16,-757.05375,-757.110873,-757.21739
MR_123876_0_55_5_12_8_30,-760.624021,-760.680476,-760.860083
MR_123876_0_56_5_2_5_9,-609.362427,-609.416377,-609.504617
MR_123876_0_59_5_9_8_13,-703.994374,-704.05168,-704.187217
MR_123876_0_60_6_8_6_6,-643.671533,-643.730159,-643.822613
MR_123876_0_62_6_3_8_26,-782.183512,-782.248681,-782.493883
MR_123876_0_64_6_1_7_1,-629.806854,-629.861804,-630.001352
MR_123876_0_66_7_10_7_15,-776.198857,-776.257166,-776.388308
MR_123876_0_67_7_13_8_52,-740.487324,-740.547723,-740.719928
MR_123876_0_69_7_11_8_44,-779.763084,-779.823509,-780.025321
MR_123876_0_6_1_2_7_17,-872.609119,-872.675911,-872.814973
MR_123876_0_70_8_24_8_3,-743.223246,-743.282644,-743.44567
MR_123876_0_9_1_3_2_13,-698.996967,-699.056061,-699.164709
MR_206149_0_16_2_4_2_9,-824.383166,-824.461852,-824.83348
MR_206149_0_17_2_9_3_6,-726.322448,-726.388066,-726.66648
MR_206149_0_18_2_7_4_4,-651.13685,-651.20208,-651.478455
MR_206149_0_19_2_8_5_1,-632.913726,-632.977506,-633.238858
MR_206149_0_25_2_3_4_4,-651.128388,-651.193645,-651.470734
MR_206149_0_27_2_13_6_3,-765.666137,-765.739363,-766.044052
MR_206149_0_29_2_2_8_4,-746.176689,-746.240243,-746.511441
MR_206149_0_2_1_3_3_4,-859.6411,-859.710998,-859.986937
MR_206149_0_31_3_4_4_13,-743.598527,-743.66681,-743.958297
MR_206149_0_33_3_4_6_6,-785.556819,-785.629557,-785.922005
MR_206149_0_34_3_6_7_6,-763.233151,-763.301666,-763.563289
MR_206149_0_38_3_2_5_6,-726.862286,-726.927215,-727.156462
MR_206149_0_3_1_1_4_5,-804.291528,-804.363001,-804.61868
MR_206149_0_40_3_5_7_7,-861.726228,-861.798733,-862.102564
MR_206149_0_43_4_5_5_1,-616.862978,-616.923608,-617.198173
MR_206149_0_45_4_11_7_18,-688.049568,-688.112812,-688.376903
MR_206149_0_46_4_4_8_43,-749.552158,-749.621446,-749.94317
MR_206149_0_47_4_8_4_2,-636.271721,-636.340093,-636.64739
MR_206149_0_49_4_9_6_4,-671.057743,-671.122919,-671.388113
MR_206149_0_50_4_1_7_1,-657.107742,-657.17243,-657.48044
MR_206149_0_53_5_7_6_4,-688.724789,-688.782276,-689.012195
MR_206149_0_55_5_6_8_5,-706.926146,-706.988847,-707.233391
MR_206149_0_56_5_9_5_1,-712.030264,-712.099983,-712.355716
MR_206149_0_58_5_12_7_1,-788.226435,-788.291953,-788.567487
MR_206149_0_60_6_7_6_7,-864.22015,-864.297382,-864.645167
MR_206149_0_64_6_7_7_2,-861.821491,-861.889755,-862.19707
MR_206149_0_66_7_2_7_3,-839.525722,-839.595297,-839.870907
MR_206149_0_69_7_13_8_58,-841.866799,-841.936743,-842.259144
MR_206149_0_8_1_4_1_2,-1032.229851,-1032.307891,-1032.601463
MR_256801_1_0_1_1_1_4,-930.504542,-930.572437,-930.778113
MR_256801_1_11_1_4_4_8,-761.264628,-761.327696,-761.56414
MR_256801_1_12_1_6_5_5,-817.148546,-817.212863,-817.412116
MR_256801_1_15_1_4_8_57,-875.768192,-875.835439,-876.102995
MR_256801_1_16_2_4_2_11,-801.225014,-801.298154,-801.630069
MR_256801_1_17_2_5_3_3,-742.501037,-742.567746,-742.835301
MR_256801_1_18_2_10_4_12,-605.952929,-606.00965,-606.236388
MR_256801_1_1_1_2_2_2,-836.54143,-836.607715,-836.846307
MR_256801_1_20_2_2_6_4,-663.983505,-664.043355,-664.259439
MR_256801_1_21_2_8_7_16,-719.098727,-719.158523,-719.377722
MR_256801_1_22_2_10_8_41,-781.82207,-781.886602,-782.189477
MR_256801_1_25_2_8_4_1,-550.588648,-550.644516,-550.853142
MR_256801_1_26_2_6_5_3,-608.611815,-608.669738,-608.868451
MR_256801_1_28_2_3_7_12,-758.407917,-758.469883,-758.716944
MR_256801_1_2_1_4_3_3,-836.481057,-836.548269,-836.784547
MR_256801_1_30_3_6_3_6,-644.410952,-644.469029,-644.641513
MR_256801_1_31_3_6_4_6,-647.828685,-647.889955,-648.11306
MR_256801_1_33_3_5_6_3,-801.71157,-801.783744,-802.061829
MR_256801_1_35_3_3_8_27,-781.791038,-781.856207,-782.156826
MR_256801_1_37_3_1_4_2,-570.39524,-570.450064,-570.645937
MR_256801_1_39_3_4_6_8,-682.614574,-682.67533,-682.852967
MR_256801_1_3_1_7_4_1,-723.188127,-723.251462,-723.481501
MR_256801_1_40_3_3_7_16,-778.246443,-778.308773,-778.540968
MR_256801_1_41_3_6_8_20,-782.169082,-782.231976,-782.478462
MR_256801_1_42_4_11_4_2,-496.418094,-496.470728,-496.687736
MR_256801_1_43_4_7_5_3,-553.241585,-553.297135,-553.481139
MR_256801_1_44_4_12_6_4,-586.577121,-586.630866,-586.81896
MR_256801_1_45_4_5_7_3,-664.916838,-664.976246,-665.198792
MR_256801_1_46_4_8_8_24,-746.34972,-746.411924,-746.685829
MR_256801_1_47_4_10_4_6,-651.234509,-651.299789,-651.57301
MR_256801_1_48_4_12_5_1,-532.362609,-532.415127,-532.609023
MR_256801_1_49_4_4_6_5,-608.591625,-608.648121,-608.848744
MR_256801_1_4_1_1_5_11,-759.609797,-759.669031,-759.824161
MR_256801_1_50_4_12_7_3,-642.871398,-642.92702,-643.138178
MR_256801_1_51_4_3_8_1,-516.076908,-516.129844,-516.316656
MR_256801_1_54_5_4_7_19,-758.879501,-758.938797,-759.132301
MR_256801_1_55_5_9_8_35,-821.639025,-821.704459,-821.980972
MR_256801_1_57_5_11_6_6,-665.67198,-665.728518,-665.917399
MR_256801_1_58_5_4_7_11,-720.814053,-720.871216,-721.061642
MR_256801_1_59_5_3_8_47,-707.067639,-707.128868,-707.372272
MR_256801_1_61_6_5_7_7,-760.030323,-760.092454,-760.306449
MR_256801_1_62_6_4_8_64,-742.955928,-743.01685,-743.237275
MR_256801_1_63_6_6_6_4,-683.904811,-683.965248,-684.169265
MR_256801_1_64_6_7_7_14,-779.513001,-779.576633,-779.831972
MR_256801_1_65_6_8_8_39,-761.245041,-761.305693,-761.54617
MR_256801_1_67_7_11_8_35,-818.769892,-818.83257,-819.119973
MR_256801_1_68_7_11_7_16,-795.33444,-795.39661,-795.626593
MR_256801_1_69_7_4_8_1,-668.691805,-668.749533,-668.973227
MR_256801_1_70_8_18_8_36,-828.340797,-828.408634,-828.792994
MR_256801_1_71_8_47_8_44,-840.953427,-841.018041,-841.339057
MR_256801_1_7_1_7_8_28,-895.221254,-895.29182,-895.600521
MR_256801_1_8_1_4_1_7,-949.942714,-950.012419,-950.259224
MR_406636_1_10_3_4,-629.531478,-629.589016,-629.799045
MR_406636_1_14_7_9,-652.640965,-652.705042,-652.931828
MR_406636_1_15_8_62,-688.755549,-688.814013,-689.04333
MR_406636_1_16_1_3,-703.648619,-703.708664,-703.898887
MR_406636_1_17_2_3,-609.694718,-609.752123,-609.976637
MR_406636_1_18_3_3,-629.542747,-629.600793,-629.810779
MR_406636_1_1_2_13,-570.349331,-570.40483,-570.599614
MR_406636_1_20_5_4,-610.200006,-610.254528,-610.427095
MR_406636_1_21_6_7,-668.902704,-668.96449,-669.20102
MR_406636_1_22_7_17,-684.744843,-684.807123,-685.012271
MR_406636_1_23_8_27,-688.278068,-688.336834,-688.621787
MR_406636_1_24_1_7,-742.988613,-743.04973,-743.269474
MR_406636_1_25_2_1,-570.423424,-570.482249,-570.672254
MR_406636_1_26_3_5,-668.850978,-668.917611,-669.14651
MR_406636_1_27_4_9,-554.339382,-554.394628,-554.602254
MR_406636_1_28_5_7,-571.967625,-572.019526,-572.187304
MR_406636_1_2_3_6,-590.221033,-590.275047,-590.459042
MR_406636_1_30_7_12,-684.743916,-684.806654,-685.013969
MR_406636_1_31_8_36,-708.176,-708.234519,-708.507542
MR_406636_1_3_4_11,-476.933133,-476.983779,-477.160885
MR_406636_1_6_7_7,-666.453458,-666.510756,-666.705072
MR_406636_1_7_8_64,-688.671885,-688.728806,-688.958736
MR_406636_1_8_1_1,-723.547602,-723.608424,-723.785551
MR_406636_1_9_2_6,-570.40463,-570.463036,-570.655425
MR_431071_1_11_1_5_4_1,-869.040225,-869.104987,-869.268564
MR_431071_1_13_1_3_6_2,-903.832812,-903.89398,-904.014572
MR_431071_1_14_1_4_7_6,-960.142734,-960.207046,-960.349989
MR_431071_1_18_2_7_4_3,-694.109495,-694.167219,-694.262271
MR_431071_1_1_1_4_2_11,-962.484096,-962.555128,-962.735302
MR_431071_1_20_2_8_6_1,-731.27849,-731.330606,-731.432456
MR_431071_1_23_2_3_2_6,-750.675468,-750.733374,-750.871319
MR_431071_1_26_2_7_5_4,-790.481503,-790.542616,-790.652039
MR_431071_1_27_2_6_6_4,-731.234424,-731.287634,-731.387237
MR_431071_1_28_2_10_7_16,-864.993645,-865.056084,-865.207931
MR_431071_1_29_2_5_8_19,-947.589702,-947.656183,-947.880039
MR_431071_1_2_1_4_3_1,-864.462748,-864.522362,-864.612575
MR_431071_1_31_3_3_4_3,-713.981786,-714.038091,-714.122156
MR_431071_1_35_3_5_8_11,-849.048385,-849.114,-849.289409
MR_431071_1_36_3_2_3_1,-711.743645,-711.796935,-711.850509
MR_431071_1_37_3_5_4_12,-771.604482,-771.665635,-771.807997
MR_431071_1_3_1_4_4_3,-827.365405,-827.423858,-827.516644
MR_431071_1_44_4_8_6_4,-715.19344,-715.249324,-715.357411
MR_431071_1_47_4_7_4_1,-601.819522,-601.870313,-601.972861
MR_431071_1_49_4_3_6_2,-714.056901,-714.113522,-714.198801
MR_431071_1_50_4_7_7_12,-770.378428,-770.434065,-770.545725
MR_431071_1_52_5_10_5_2,-602.315936,-602.36244,-602.414382
MR_431071_1_53_5_5_6_8,-809.142137,-809.199055,-809.276002
MR_431071_1_54_5_11_7_16,-827.288799,-827.344463,-827.44122
MR_431071_1_57_5_1_6_5,-736.211835,-736.268053,-736.386355
MR_431071_1_5_1_1_6_1,-884.501216,-884.560321,-884.641875
MR_431071_1_60_6_2_6_4,-790.483178,-790.542983,-790.653949
MR_431071_1_61_6_1_7_6,-807.537124,-807.595686,-807.704538
MR_431071_1_62_6_3_8_12,-849.108617,-849.172079,-849.351303
MR_431071_1_63_6_4_6_4,-751.136174,-751.189297,-751.276802
MR_431071_1_64_6_1_7_16,-845.655118,-845.712782,-845.82839
MR_431071_1_65_6_3_8_32,-927.809274,-927.876579,-928.114907
MR_431071_1_66_7_10_7_4,-903.520547,-903.580316,-903.686092
MR_431071_1_67_7_9_8_2,-813.434056,-813.492505,-813.630065
MR_431071_1_68_7_15_7_3,-901.950501,-902.011603,-902.149254
MR_431071_1_69_7_3_8_54,-886.042453,-886.102157,-886.269732
MR_431071_1_6_1_7_7_15,-998.345406,-998.408899,-998.560108
MR_431071_1_70_8_5_8_11,-750.565925,-750.620041,-750.76208
MR_431071_1_7_1_1_8_55,-962.992261,-963.056208,-963.192835
MR_431071_1_9_1_3_2_10,-883.88284,-883.94408,-884.076078
MR_454026_0_11_1_1_4_7,-776.530835,-776.5943,-776.737857
MR_454026_0_12_1_1_5_11,-833.579543,-833.642714,-833.77446
MR_454026_0_13_1_3_6_8,-830.664433,-830.731302,-830.86548
MR_454026_0_14_1_1_7_2,-928.005378,-928.074012,-928.231635
MR_454026_0_17_2_10_3_1,-698.537878,-698.601405,-698.761643
MR_454026_0_1_1_6_2_2,-851.326861,-851.395964,-851.594924
MR_454026_0_20_2_4_6_1,-816.539521,-816.612132,-816.854135
MR_454026_0_21_2_6_7_9,-760.923264,-760.989989,-761.204989
MR_454026_0_22_2_4_8_32,-914.496623,-914.57034,-914.916892
MR_454026_0_23_2_8_2_13,-678.66401,-678.728641,-678.900632
MR_454026_0_24_2_4_3_2,-816.449491,-816.522126,-816.762676
MR_454026_0_25_2_4_4_4,-741.238903,-741.306412,-741.547716
MR_454026_0_26_2_13_5_10,-605.08673,-605.144923,-605.286281
MR_454026_0_27_2_5_6_3,-855.835184,-855.909417,-856.181104
MR_454026_0_28_2_5_7_5,-853.412585,-853.483144,-853.710614
MR_454026_0_29_2_8_8_35,-816.45151,-816.51698,-816.768803
MR_454026_0_31_3_1_4_7,-603.877207,-603.936569,-604.052734
MR_454026_0_34_3_3_7_2,-833.973691,-834.042456,-834.22857
MR_454026_0_37_3_1_4_10,-682.47455,-682.538682,-682.709525
MR_454026_0_38_3_2_5_5,-777.659873,-777.727119,-777.889991
MR_454026_0_3_1_3_4_10,-835.177265,-835.248771,-835.45404
MR_454026_0_42_4_7_4_6,-646.568527,-646.632269,-646.828874
MR_454026_0_43_4_10_5_4,-741.776959,-741.841092,-742.031825
MR_454026_0_45_4_7_7_4,-719.420988,-719.483223,-719.640529
MR_454026_0_47_4_12_4_4,-585.218318,-585.274123,-585.432796
MR_454026_0_49_4_7_6_6,-682.52796,-682.591519,-682.764071
MR_454026_0_4_1_4_5_7,-852.837767,-852.906083,-853.071816
MR_454026_0_50_4_10_7_16,-816.288983,-816.362076,-816.586149
MR_454026_0_52_5_6_5_5,-797.630333,-797.695121,-797.849623
MR_454026_0_53_5_12_6_3,-854.192658,-854.261866,-854.45169
MR_454026_0_54_5_7_7_2,-776.409658,-776.469229,-776.616667
MR_454026_0_55_5_11_8_58,-758.939913,-759.005093,-759.207014
MR_454026_0_56_5_5_5_2,-722.379856,-722.443597,-722.592856
MR_454026_0_57_5_4_6_7,-817.009597,-817.076153,-817.270124
MR_454026_0_60_6_7_6_1,-797.120538,-797.189178,-797.392653
MR_454026_0_61_6_6_7_1,-782.020042,-782.087829,-782.312141
MR_454026_0_62_6_3_8_64,-895.531109,-895.604489,-895.851386
MR_454026_0_63_6_4_6_4,-718.502641,-718.563673,-718.717186
MR_454026_0_64_6_4_7_15,-812.92632,-812.990713,-813.171108
MR_454026_0_65_6_1_8_49,-797.139471,-797.204836,-797.415058
MR_454026_0_68_7_7_7_5,-870.884645,-870.950792,-871.123238
MR_454026_0_6_1_1_7_12,-946.237032,-946.305838,-946.482566
MR_454026_0_70_8_57_8_15,-836.307835,-836.373674,-836.612453
MR_454026_0_71_8_29_8_40,-934.380975,-934.452029,-934.79124
MR_454026_0_9_1_5_2_9,-929.858859,-929.933325,-930.183844
MR_491000_1_10_1_6_3_3,-928.145978,-928.210713,-928.391017
MR_491000_1_11_1_1_4_6,-912.122647,-912.190954,-912.377109
MR_491000_1_12_1_5_5_6,-987.34221,-987.410074,-987.603128
MR_491000_1_14_1_5_7_4,-1043.65623,-1043.728341,-1043.942192
MR_491000_1_15_1_6_8_37,-1006.792933,-1006.86126,-1007.100441
MR_491000_1_19_2_4_5_1,-819.292922,-819.364302,-819.600721
MR_491000_1_21_2_7_7_3,-851.195334,-851.256524,-851.46587
MR_491000_1_24_2_4_3_2,-873.41891,-873.491404,-873.720978
MR_491000_1_27_2_6_6_4,-755.532425,-755.590486,-755.745966
MR_491000_1_2_1_2_3_2,-948.028534,-948.09823,-948.258847
MR_491000_1_30_3_2_3_3,-814.701041,-814.761355,-814.932979
MR_491000_1_33_3_5_6_7,-932.639902,-932.713181,-932.959801
MR_491000_1_37_3_1_4_3,-659.630729,-659.689905,-659.770771
MR_491000_1_38_3_3_5_1,-760.55029,-760.616776,-760.786041
MR_491000_1_3_1_4_4_8,-892.162227,-892.234448,-892.428317
MR_491000_1_40_3_3_7_3,-871.049638,-871.111452,-871.306272
MR_491000_1_42_4_11_4_6,-665.455277,-665.512249,-665.699695
MR_491000_1_43_4_4_5_3,-684.187585,-684.249938,-684.394833
MR_491000_1_45_4_3_7_16,-793.492797,-793.551695,-793.698587
MR_491000_1_47_4_1_4_9,-665.450325,-665.507918,-665.694997
MR_491000_1_4_1_7_5_4,-948.12789,-948.193845,-948.359919
MR_491000_1_50_4_9_7_12,-834.012943,-834.075837,-834.271415
MR_491000_1_51_4_9_8_31,-837.555284,-837.620399,-837.885526
MR_491000_1_53_5_8_6_7,-875.063877,-875.128606,-875.336754
MR_491000_1_55_5_2_8_55,-798.665683,-798.723948,-798.911537
MR_491000_1_56_5_1_5_1,-666.990928,-667.051495,-667.200749
MR_491000_1_61_6_4_7_2,-851.656694,-851.716252,-851.871088
MR_491000_1_66_7_14_7_15,-926.298788,-926.359328,-926.560807
MR_491000_1_68_7_8_7_11,-888.093471,-888.156984,-888.346198
MR_491000_1_69_7_17_8_21,-1007.725425,-1007.793936,-1008.038801
MR_491000_1_6_1_7_7_10,-1004.378357,-1004.446354,-1004.635724
MR_491000_1_70_8_25_8_2,-873.379987,-873.444198,-873.685803
MR_491000_1_9_1_6_2_6,-868.975584,-869.038962,-869.203151
MR_533336_2_0_1_1_1_7,-1155.527691,-1155.601028,-1155.741572
MR_533336_2_12_1_1_5_5,-1062.031709,-1062.099741,-1062.221431
MR_533336_2_16_2_11_2_2,-947.619351,-947.690231,-947.905856
MR_533336_2_31_3_3_4_11,-795.336773,-795.395765,-795.52623
MR_533336_2_32_3_3_5_4,-928.673336,-928.737058,-928.862473
MR_533336_2_43_4_7_5_4,-814.222312,-814.278889,-814.378957
MR_533336_2_46_4_4_8_37,-912.149589,-912.212058,-912.409168
MR_533336_2_55_5_3_8_2,-853.350674,-853.411465,-853.531397
MR_533336_2_59_5_2_8_41,-932.083594,-932.146603,-932.330802
MR_533336_2_61_6_6_7_1,-932.967154,-933.034449,-933.214159
MR_533336_2_62_6_2_8_17,-935.486072,-935.555776,-935.787576
MR_533336_2_64_6_2_7_7,-985.040601,-985.107469,-985.256901
MR_533336_2_67_7_13_8_45,-1063.58698,-1063.654927,-1063.86391
MR_533336_2_6_1_3_7_19,-1077.219687,-1077.287135,-1077.432934
MR_533336_2_8_1_2_1_2,-1214.716824,-1214.793614,-1214.945998
MR_533336_2_9_1_3_2_8,-962.931173,-962.995212,-963.126572
MR_127568_1_13_6_3,-592.996306,-593.05029,-593.212592
MR_127568_1_18_3_3,-553.634988,-553.687882,-553.819901
MR_127568_1_1_2_6,-494.486991,-494.536888,-494.655492
MR_127568_1_20_5_1,-460.194309,-460.241018,-460.356043
MR_127568_1_28_5_4,-534.296236,-534.34485,-534.44046
MR_127568_1_3_4_1,-440.314554,-440.361599,-440.489209
MR_127568_1_6_7_10,-590.552926,-590.603973,-590.72156
MR_127568_1_7_8_28,-612.352422,-612.40579,-612.613381
MR_127568_1_9_2_13,-494.440557,-494.490516,-494.607677
MR_177320_1_0_1_5_1_3,-1137.822539,-1137.898396,-1138.079932
MR_177320_1_12_1_1_5_2,-910.352294,-910.415958,-910.507033
MR_177320_1_13_1_3_6_6,-985.146205,-985.215619,-985.362702
MR_177320_1_18_2_5_4_7,-815.888422,-815.954175,-816.129924
MR_177320_1_30_3_5_3_4,-950.233421,-950.307893,-950.493984
MR_177320_1_35_3_4_8_55,-950.222681,-950.292147,-950.487099
MR_177320_1_36_3_4_3_2,-871.632555,-871.698132,-871.835659
MR_177320_1_3_1_1_4_13,-963.078617,-963.14087,-963.278958
MR_177320_1_41_3_6_8_35,-950.256012,-950.321008,-950.520867
MR_177320_1_42_4_10_4_8,-799.822885,-799.892927,-800.073995
MR_177320_1_46_4_7_8_21,-894.971817,-895.03491,-895.219731
MR_177320_1_47_4_2_4_1,-723.606699,-723.668201,-723.847865
MR_177320_1_48_4_4_5_12,-814.220557,-814.27756,-814.375923
MR_177320_1_53_5_10_6_5,-778.283396,-778.342982,-778.46455
MR_177320_1_60_6_4_6_3,-911.076296,-911.143968,-911.311868
MR_177320_1_64_6_7_7_7,-987.234725,-987.304926,-987.481601
MR_177320_1_65_6_3_8_28,-1009.02876,-1009.101386,-1009.367729
MR_421_1_28_2_12_7_5,-667.3871,-667.446291,-667.640903
MR_421_1_30_3_6_3_6,-650.23866,-650.303159,-650.493621
MR_421_1_31_3_4_4_5,-653.689615,-653.757879,-654.001766
MR_421_1_37_3_4_4_8,-653.70717,-653.77221,-654.018024
MR_421_1_43_4_7_5_3,-559.127514,-559.184477,-559.392845
MR_421_1_50_4_5_7_18,-708.871866,-708.934054,-709.186486
MR_421_1_59_5_6_8_6,-650.344126,-650.405871,-650.604193
MR_421_1_7_1_5_8_3,-842.303078,-842.370849,-842.631335
MR_444135_1_23_2_4_2_1,-812.684569,-812.754,-813.003664
MR_444135_1_34_3_2_7_16,-828.968293,-829.033362,-829.204149
MR_444135_1_63_6_2_6_5,-813.196921,-813.261642,-813.462088
MR_444135_1_68_7_18_7_16,-923.467828,-923.532839,-923.737567
MR_444135_1_70_8_33_8_33,-930.584214,-930.655285,-930.997881
MR_444135_1_8_1_7_1_7,-1039.980682,-1040.054964,-1040.269639
MR_530876_0_28_2_10_7_1,-854.330741,-854.399324,-854.638974
MR_530876_0_39_3_5_6_6,-928.586113,-928.661293,-928.889459
MR_530876_0_3_1_6_4_10,-927.464278,-927.537578,-927.744888
MR_530876_0_47_4_3_4_7,-659.044756,-659.101181,-659.228068
MR_530876_0_4_1_6_5_10,-830.658985,-830.720501,-830.863901
MR_530876_0_54_5_6_7_3,-886.961613,-887.024949,-887.192428
MR_530876_0_58_5_6_7_3,-886.952737,-887.017674,-887.182613
MR_530876_0_59_5_11_8_31,-890.53095,-890.592908,-890.834724
MR_605105_1_15_1_2_8_56,-989.562209,-989.631647,-989.855296
MR_605105_1_5_1_1_6_1,-871.774148,-871.836966,-871.978124
MR_605105_1_63_6_8_6_2,-776.559529,-776.620942,-776.770037
MR_605105_1_6_1_5_7_7,-1006.550663,-1006.621729,-1006.83634
MR_658763_1_24_2_7_3_5,-836.371878,-836.440491,-836.672672
MR_658763_1_26_2_6_5_5,-777.785844,-777.84588,-778.018539
MR_658763_1_29_2_1_8_58,-777.230284,-777.290925,-777.518387
MR_658763_1_2_1_2_3_2,-911.053591,-911.117736,-911.285064
MR_658763_1_31_3_5_4_2,-782.238529,-782.302776,-782.546122
MR_658763_1_35_3_1_8_34,-816.986732,-817.044277,-817.250216
MR_658763_1_41_3_3_8_38,-895.599321,-895.664634,-895.92294
MR_658763_1_42_4_1_4_6,-667.707606,-667.768206,-667.980169
MR_658763_1_44_4_6_6_2,-781.179188,-781.244752,-781.465132
MR_658763_1_50_4_7_7_12,-757.689318,-757.747108,-757.918365
MR_658763_1_55_5_1_8_49,-762.803873,-762.862941,-763.072466
MR_658763_1_56_5_4_5_10,-664.87307,-664.92423,-665.039322
MR_669153_1_12_1_3_5_2,-717.77043,-717.82662,-717.908348
MR_669153_1_18_2_2_4_9,-643.267101,-643.325279,-643.479005
MR_669153_1_2_1_4_3_2,-812.426677,-812.488216,-812.612683
MR_669153_1_34_3_2_7_5,-735.957079,-736.012761,-736.115357
MR_669153_1_37_3_4_4_11,-585.611126,-585.665982,-585.771724
MR_669153_1_47_4_12_4_5,-565.813007,-565.866194,-565.988333
MR_669153_1_56_5_7_5_1,-587.231409,-587.281867,-587.360867
MR_669153_1_60_6_2_6_4,-699.14934,-699.209111,-699.326025
MR_669153_1_66_7_5_7_13,-812.218099,-812.275795,-812.389866
MR_8532_2_15_1_5_8_55,-952.204674,-952.277316,-952.569057
MR_8532_2_25_2_3_4_4,-625.818178,-625.88007,-626.087012
MR_8532_2_29_2_3_8_36,-818.979473,-819.047603,-819.347691
MR_8532_2_36_3_5_3_4,-799.473027,-799.543574,-799.791527
MR_8532_2_42_4_13_4_11,-565.689295,-565.742954,-565.936878
MR_8532_2_47_4_6_4_8,-649.059871,-649.124347,-649.367998
MR_8532_2_51_4_11_8_30,-666.307065,-666.366214,-666.633537
MR_8532_2_52_5_6_5_8,-722.556019,-722.61992,-722.785657
MR_8532_2_55_5_8_8_2,-702.582125,-702.644294,-702.823896
MR_8532_2_5_1_2_6_6,-893.590503,-893.658184,-893.881856
MR_8532_2_60_6_8_6_1,-680.538372,-680.596942,-680.748368
MR_8532_2_61_6_5_7_17,-815.443781,-815.508971,-815.740157
MR_8532_2_66_7_3_7_5,-814.208772,-814.273121,-814.480368
MR_8532_2_67_7_17_8_13,-815.314193,-815.380725,-815.608559
MR_8532_2_68_7_18_7_16,-870.53096,-870.597243,-870.827659
MR_8532_2_6_1_4_7_16,-928.807484,-928.875044,-929.113922
MR_8532_2_7_1_4_8_31,-932.36901,-932.441229,-932.747783
MR_9670_0_23_8_24,-538.799221,-538.847666,-539.022235
MR_9670_0_8_1_5,-593.023897,-593.076211,-593.239286
MR_185149_0_10_3_4,-569.686978,-569.740997,-569.859076
MR_185149_0_24_1_1,-663.699648,-663.755465,-663.841934
MR_185149_0_31_8_50,-609.013884,-609.067922,-609.219443
MR_185149_0_6_7_15,-624.881686,-624.935912,-625.057591
MR_185149_0_7_8_52,-589.127121,-589.182268,-589.345707
MR_24733_2_15_1_1_8_48,-948.099548,-948.161112,-948.333083
MR_24733_2_16_2_10_2_9,-774.954868,-775.023579,-775.211537
MR_24733_2_21_2_4_7_15,-928.703904,-928.771979,-929.012977
MR_24733_2_22_2_9_8_28,-853.530117,-853.596869,-853.848285
MR_24733_2_23_2_5_2_6,-775.036654,-775.100191,-775.294619
MR_24733_2_33_3_2_6_8,-734.970277,-735.026861,-735.120288
MR_24733_2_3_1_3_4_10,-852.878674,-852.946373,-853.114728
MR_24733_2_43_4_8_5_3,-684.258076,-684.313959,-684.468041
MR_24733_2_44_4_1_6_1,-662.190343,-662.24783,-662.383021
MR_24733_2_45_4_5_7_16,-794.684472,-794.750347,-794.912991
MR_24733_2_46_4_12_8_15,-717.479579,-717.534733,-717.69165
MR_24733_2_48_4_11_5_3,-606.827977,-606.882049,-607.002208
